User Name,Review,Rating,Date of Review,reviewCreatedVersion
A Google user,"I've installed this app twice, three years apart, and both times uninstalled it again as soon as I look at where it says I am. The gps positioning is fairly accurate, but the street address it converts that to is wrong. There are 3 vacant blocks between me and the next house, and the street number it gives is the middle one of the three.  Sorry, Emergency+, but that's just not good enough. I want police to come straight to my door, not to think the fracas was on vacant land and must have resolved itself because there's no-one there now.",3,2018-02-16,
A Google user,Unable to start the app... I will keep sending reports untill hopefully there will be an update.,2,2018-02-14,1.16
A Google user,Good,5,2018-02-10,1.16
A Google user,Ok. Add the fire service or an option to add local hospital or doctors number.,3,2018-01-30,1.16
A Google user,Ass,1,2018-01-29,
A Google user,"The app cannot identify my location,  makes it fairly useless.",2,2017-12-23,1.16
A Google user,"Good concept. Would be good if you could quickly share your location via one of your installed messaging apps e.g. Facebook Messenger, WhatsApp, SMS rather than having to read these small numbers out with a chance of error I would assume. You could then send the coordinates to a friend and you could even have pre-written messages with low, medium, urgent and life threatening levels telling them to pass it onto another authority. Basically you could get that message to someone in seconds rather than making an error prone phone call. Also messaging can sometimes get through where phone calls will not. It should also send your phone number in the message so you can be reached.",4,2017-12-16,1.16
A Google user,Great idea. But entry to our property is on a completley different road. Google maps give us the correct address. Why cant this. Its says our entry is almost 700metres up the road. As a emergency worker in a bad situation this could be difficult getting to someone quickly.,2,2017-12-14,1.16
A Google user,Being a mobile app it would be better to use 112 then 000 ? My understanding is 000 uses your own mobile carrier where 112 uses the strongest carrier signal regardless of who your carrier is!,4,2017-12-14,1.16
A Google user,"Needs to have lock screen access, otherwise whats the point?",3,2017-12-08,1.16
A Google user,"Great concept. Keep developing though. Needs a refresh button for My Location; sometimes this is highly accurate, other times it is showing where I was an hour ago. Add other features like In Case of Emergency (ICE) call ... . What details the 000 operator needs (e.g. nearest cross-street). Etc. Then more people will download it.",3,2017-11-27,1.16
A Google user,I work in helicopter emergency services. It would also be very useful if the app also had the position in degrees and minutes or degrees minutes seconds,4,2017-11-15,1.16
A Google user,Awesome,5,2017-11-12,1.16
A Google user,This app is dangerous. It gives the wrong address. Do not rely on location data. I am in a queensland city and it gives completely the wrong street.,1,2017-10-19,1.16
A Google user,Needs SMS Alert button for Emergency Contact with GPS positioning attached.,4,2017-10-08,1.16
A Google user,I don't like the way it does an estimated location up to 3.5 km. That is still a massive area to cover if it is housing or bushland or even ocean!,3,2017-10-05,1.16
A Google user,Great app. Would have come in very handy in a recent incident I experienced where I had to call emergency while in shock and I had lost my reading glasses in the incident. The only suggestion I'd make is for the address and GPS coordinates to be a bit bigger to make them easier to read without glasses for those of us who need them.,5,2017-10-04,1.16
A Google user,"This is a fantastic app.  However, since the last update it no longer shows the actual address",5,2017-08-26,1.15
A Google user,Greatest idea! Love this app,5,2017-08-26,1.15
A Google user,"Great App. Worked well on my HTC, however since changing to Samsung Galaxy S5, the physical address is no longer visible. Co-ordinates are still visible, but difficult to remember in an emergency event. Still shows as updating address.",4,2017-08-25,1.15
A Google user,Fantastic app!!! Highly recommend downloading. It would be great though if it also gave you the nearest cross street to the location as this is a common question the emergency operators ask.,5,2017-08-06,1.15
A Google user,No longer showing physical address which is disappointing.,3,2017-08-04,1.15
A Google user,"Just installed it and my location address popped up as being 12 houses away, not much confidence in life threatening situations being felt...",2,2017-07-23,1.15
A Google user,"Great app for emergency.  Gives your location and has hot button for ""triple zero"" & SES",5,2017-07-14,1.14
A Google user,We've had two emergencies since downloading this app. It is fabulous to not scramble for the police info line or a location. This is a must have app for all. Works perfectly.,5,2017-07-05,1.15
A Google user,Great,5,2017-07-03,1.14
A Google user,A must have app for all,5,2017-07-02,1.15
A Google user,It would be nice to add the national poisons hotline number.,5,2017-06-22,1.14
A Google user,Awesome,5,2017-06-19,1.15
A Google user,Great app. Would that bit better if the information was further refined based on the state you are located in,5,2017-06-16,1.15
A Google user,Good to have.,5,2017-06-14,1.14
A Google user,Handy app to have when travlling if you need to give address details to emergency serves,5,2017-06-10,1.14
A Google user,App crashes on first use. Looks like it's a race condition with asking for location permission.  App could probably be used smarter with the dispatcher systems to give better information to operators quicker,2,2017-06-04,1.14
A Google user,If i could rate a zero i would,1,2017-06-03,1.14
A Google user,Keeps crashing all the time,1,2017-06-03,1.14
A Google user,Cant get it to load up. Crashes every single time. Wish is would work. My phone is a samung galaxy 6 edge on Nuget OS.,1,2017-05-31,1.14
A Google user,Great idea for an app I hope to never need. Ine feature that would be cool would be to have a function that silently alerts emergency services as to your location when it would be unsafe for the caller to talk in certain circumstances  (like being held as a hostage or when talking would alert the aggressor).,4,2017-05-03,1.14
A Google user,App Crashes when you try and make a call. Great concept but needs better execution,1,2017-05-02,1.14
A Google user,The app maybe good but i think that would be about it.,5,2017-04-16,1.14
A Google user,"Bit worrisome that this app crashes as soon as it is launched. (Samsung Galaxy S7, Nougat 7.0, telstra network)",3,2017-03-28,1.14
A Google user,Great idea but needs to have ability to have one click to turn on location services.  I downloaded to help my young kids but they can't read the instructions to turn that functionality ok.,2,2017-03-26,1.14
A Google user,Disappointed that it won't work on my phone I keep getting an error message. It would be a fantastic app to have in an emergency if it worked,1,2017-03-26,1.14
A Google user,Didn't open !,1,2017-03-21,
A Google user,Good but there are other apps out there (not aussie unfortunately) that do the same but include emergency medical information. Sos messaging to emergency contacts with gps position. Seach for local medical facilitys. All this in the one app for arround $2. If this app did all that i would use it.,2,2017-03-05,
A Google user,Would be great if it worked,2,2017-02-11,1.14
A Google user,"I cant open the app. As soon as i try to open this app a message pops ups saying ""screen overlay detected. Please turn off in settings&gt;apps"" i tryed to turn off screen overlay, however my phone has no setting to turn ""screen overlay"" off. Please fix",1,2017-02-07,1.14
A Google user,Every age needs it,5,2017-02-01,1.14
A Google user,"App provides GPS coordinates but no address details. No street name or nearest cross street, just ""Lake Macquarie"" which is a huge area.",3,2016-12-28,1.14
A Google user,Great idea,5,2016-12-22,1.14
A Google user,Fantastic concept especially if you have young kids. Recommend it for everyone,5,2016-12-22,1.14
A Google user,Unfortunately the app won't open. Just keeps saying the usual android phrase. Unfortunately emergency + has stopped working.,1,2016-12-20,1.14
A Google user,Great,5,2016-12-19,1.11
A Google user,Great application.                 Recommend it at every warden training session. Should be a standard on all new phones in place of most of the crap pre-installed. Great that Poisons info & National Crime numbers now added. Spot on guys!,5,2016-12-18,1.14
A Google user,A must have app for everyone. I love it and wouldn't be without it.,5,2016-12-16,1.14
A Google user,The google map is working again...great,5,2016-12-14,1.14
A Google user,Highly recommended to everyone.,5,2016-12-14,1.14
A Google user,All emergency services at your fingertips. Excellent,5,2016-12-07,1.13
A Google user,"App is unstable.  Stopped on install and then intermittently throughout setup - tried uninstalling and reinstalling, but continued to happen.  Shoes GPS coordinates but no Google map.",3,2016-12-03,1.13
A Google user,Very good app and although I have never had to use it it's a great thing to have in case of an Emergency.,5,2016-12-02,1.13
A Google user,"A completely useless app that was just a waste of storage on my phone. I can't imagine how much it must have cost to make this app but however much it was, it was a complete waste of money. Surely the government can find better things to fund rather than an app with a big button to ""call 000 in an emergency."" Kindergarten kids are taught the number so I fail to see the point in creating an app to tell their parents what to dial in an emergency...",1,2016-12-01,
A Google user,As a emergency service worker I find this app great it gives me my GPS cords and that's really important,5,2016-12-01,1.11
A Google user,Indispensable,5,2016-11-30,1.13
A Google user,I installed this app expecting never to need to use it in the city areas but I was injured on a street I didn't know and I was able to give the 000 operator the address and longitude and latitude numbers and they found me. So happy this app exists.,5,2016-11-30,1.13
A Google user,"Updated and map now blank. Tried uninstalling and reinstalling, restarting phone ... but still no map.",3,2016-11-30,1.13
A Google user,Best app of all and most important one,5,2016-11-29,1.13
A Google user,Firefighter,5,2016-11-28,1.11
A Google user,"App works EXACTLY AS DESCRIBED, if you take the time to read the t's&c's you'll notice the disclaimer on exact positioning. You'll probably also notice that same disclaimer on anything that provides a gps location, as there are many different variables that affect that tech, for example, solar flares completely fk it up. For anyone saying the address isn't perfect, you wont get the ambos directly there anyway, in any case you send someone out to the road to direct them. Use your common sense people.",5,2016-11-24,1.11
A Google user,"This app will get ambulance, police & fire services to the scene of an emergency without delay.",5,2016-11-15,1.11
A Google user,A fantastic tool to give you all the details you need in an emergency when you're own head might be all mixed up.,5,2016-11-10,1.11
A Google user,Google location is too inaccurate for use.  Otherwise good app.,3,2016-11-01,1.11
A Google user,I would like to see a section we could add our meds alliges and next of kin phone numbers,4,2016-10-31,1.11
A Google user,"Had to use this app today. Couldn't find street signs and Google maps was too slow, so gave location to operator using latitude and longitude from Emergency+. Worked very well.",5,2016-10-09,1.11
A Google user,Not accurate,1,2016-09-27,
A Google user,Easy to see & use,4,2016-09-22,1.11
A Google user,As seen on tv,5,2016-09-09,1.11
A Google user,My address shown on the app always matches the current address I am at. Very useful and I use  this app on both ios and Android devices.,5,2016-09-07,1.11
A Google user,Great idea. Suggest update in order to make available from lock screen. Then 5 stars,4,2016-09-06,1.11
A Google user,First- if you are reading all the bad reviews about the gps location- that is because of the device NOT THE APP!!! Great innovation and its only going to get better!!!,5,2016-09-05,1.11
A Google user,"Those who complain about the GPS locations being wrong you obviously didn't read the Terms and conditions regarding the application. '(iii) the availability and accuracy of GPS information is subject to limitations arising due to availability of signals, the relevant mobile device, location and geography' Stop balling the developers.",5,2016-09-05,1.11
A Google user,"It's way off on my address, so if something happens while I'm at home I'll ring and say ""these are the gps coordinates, but they are wrong, hopefully you'll find me before it's too late"". Please fix as the gps should be dead right, not telling me I live at my neighbours over the back fence or in the street beside me. Hate for something to happen and emergency services break down someone elses door..",3,2016-09-05,1.11
A Google user,Sadly it doesn't work with my Ideos running Android 2.2. Emergency button app does but it does not have the phone number or web address to send address or GPS data to.,1,2016-08-30,1.11
A Google user,Thanks,5,2016-08-26,1.11
A Google user,"Location is off. Would be good if you could reposition it on the map, to make it more accurate, when needed.",3,2016-08-24,1.11
A Google user,"Excellent, all the information you need in one place.",5,2016-08-17,1.11
A Google user,Gave the wrong address straight away and wouldn't let me change it,1,2016-08-07,
A Google user,In case of accident app shows your GPS coordinates and all emergency phone numbers. In a Emergency the time you save could be the difference between life and death,5,2016-08-04,1.11
A Google user,This has helped me respond really well to medical emergencies,5,2016-07-31,1.11
A Google user,A welcome initiative.,5,2016-07-28,1.11
A Google user,My dad was the main person to make this and drive it forward. He had the vision to help others. This means that rescue time is cut down and your chance of survival increases,5,2016-07-08,
A Google user,Travelling in caravan and used when drugged person tried entering van and did adjoining van. Was able to provide detailed info for area to local police to assist in location and apprehension of villian,5,2016-07-01,1.11
A Google user,After installing I noticed my battery dropping 5% overnight for no apparent reasons. After uninstalling this my battery usage went back to normal.,2,2016-06-20,
A Google user,Great app. I also think another useful contact to include would be poison information. Hope I never have to use it!,4,2016-06-19,1.11
A Google user,Uninstalled when it wanted me to agree to  a wall of text that would take hours to read and a law degree to understand,1,2016-06-18,1.11
A Google user,Tell dispatch the longitude and latitude coordinates of your position NOT your location as it will not be 100% accurate,5,2016-06-15,1.11
A Google user,Helpful,5,2016-06-12,1.11
A Google user,Lifesaver,5,2016-05-14,1.11
A Google user,Teacher,5,2016-05-12,
A Google user,Has me living in a street off my actual street which doesnt exist. How does that even happen?,4,2016-05-11,1.11
A Google user,Looks like a great app however iam in a new estate and maps not the latest. Sent email hopefully fixed soon.,4,2016-05-11,1.11
A Google user,For Australia,4,2016-04-28,1.11
A Google user,Emergency,4,2016-04-17,1.11
A Google user,What you should have,5,2016-04-13,1.11
A Google user,I was able to quickly get an ambulance and tell them exactly where to come.. This app helped someone this week.,5,2016-04-07,1.11
A Google user,"Definitely worth having, but needs some refinement. NSW 000 dispatchers were unable to get an Ambulance directly to an off-road location in Sydney Olympic Park in Jan 2016.. The dispatcher reported their maps do not show the off-road walkways and cycle paths that are clearly available on the app, and googlemaps and openstreetmaps. Or did he transcribe the coordinates incorrectly ? It appeared the dispatcher was not looking at the same map as we could see on the app. It would vastly improve communication if the application were able to upload the coordinates to the 000 dispatchers via an internet or SMS link. It would also be a very useful extension if the application could share the coordinates via SMS or internet links to Council or National Park Rangers etc.,. who may need to unlock gates for ambulance and police to reach incident sites.",4,2016-01-16,1.11
A Google user,Great app,5,2016-01-13,1.11
A Google user,"Brings up correct position on map but lists the wrong adress. States im 10 houses away, around the corner and opposite side of the road! Im a rescue volunteer, these errors cost time and lives!",1,2016-01-10,
A Google user,As a SES member I find it useful most of the time,4,2015-12-24,1.11
A Google user,"It's a strange concept to download a app hoping to never need it, good on you developers for making this app",5,2015-12-18,1.11
A Google user,Very useful with all relevant information.,5,2015-12-14,1.11
A Google user,Putty Rd is notorious for 2 things.  Limited phone coverage and motorcycle accidents.  This app helped to save a mates life last weekend,5,2015-12-01,1.11
A Google user,Great app but will not give my correct address how can I change my house number and unit number these are new unit block 10 months old.,4,2015-12-01,1.11
A Google user,Wont download on my Samsung galaxy  core?,3,2015-11-29,
A Google user,Awesome idea for an app. Very easy to use in emergency situations and non emergencys alike.,5,2015-11-25,1.11
A Google user,had the care flight chopper land on our farm west of kingaroy... this app allowed the aircrew to find our property with pinpoint accuracy!,5,2015-11-12,1.11
A Google user,"I've used this app in the bush with a single car roll-over and three young people, one heavily pregnant. Coordinates are the best way to direct help to any location! Thank you!",5,2015-11-11,1.11
A Google user,Wildly swinging between 2 street names and numbers also the current name of street has been changed about 4 yrs ago Im in a c v park,1,2015-11-07,1.11
A Google user,Excellent App credit to NSW Services,5,2015-11-04,1.11
A Google user,"Used it a few times now, the only thing id like to see is the address your at displayed, while on the call to 000",5,2015-10-27,1.11
A Google user,Very useful,5,2015-10-26,1.11
A Google user,Throughly love and always recommend... Hope I never need to use it yet its there just in case... 😃👍💓💕💞💝💖💙,5,2015-10-13,1.11
A Google user,When I tried to install it came up with failed error 194 not much help if I don't know what that is,1,2015-10-10,
A Google user,Safety,5,2015-09-29,1.11
A Google user,"This app has Police, Fire, Ambulance and SES. One thing that would be good to include, is Rescue. I am a NSW Rescue Operator and for people to have the option to contact Rescue, we could be responded a lot faster and have reliable details and locations provided by the app. Just a suggestion. Otherwise terrific app!",5,2015-09-22,1.11
A Google user,Very pleased to find this available,4,2015-09-17,1.11
A Google user,I like this app. Soo helpful,5,2015-09-16,1.11
A Google user,I love this as a concept but at home it lists my location as across the road and 5 houses down! Would still be useful for outdoor / road based emergencies though.,3,2015-09-07,1.11
A Google user,Sounds like a great idea,4,2015-09-05,
A Google user,Don't want to have to use it but this is an app that should be on all mobiles when you start them up. As a person who does long drives this is a must.,5,2015-09-05,1.11
A Google user,This is a much needed application when you have a family member with a serious illness.  Thanks,5,2015-09-05,1.11
A Google user,Brilliant. Takes the guess work out of trying to find out what the closest cross street is or where you actually are.,5,2015-09-04,1.11
A Google user,I read about the app in the Take 5 magazine and downloaded it straight away. I have also told my daughters 20 & 18 to download it as well,4,2015-08-31,1.11
A Google user,000,5,2015-08-30,1.11
A Google user,"Address was close, but wrong (only has to be out by one house number, to end badly!). Given the serious nature of this app, close enough, isn't good enough- people's lives are at stake! If Google earth can get my address right, surely this app should be able to, as well!",3,2015-08-28,1.11
A Google user,"On an Xiaomi Redmi Note 1S, and on some other phones which are imported, Emergency+ isn't able to translate the GPS coordinates into a street address. The GPS coordinates are fast and accurate (within 10m or so), but the address part of the front screen is not filled in. Perhaps there is some API call that is required for it to work that is not available?  On the map screen, it continues to say ""(Address updated x seconds ago)"", but only displays the latitude and long coordiates.",4,2015-08-16,1.11
A Google user,Great,5,2015-08-13,1.11
A Google user,Doesn't work on my galaxy S3,1,2015-08-13,1.11
A Google user,Wonderful,5,2015-08-07,1.11
A Google user,It's a matter of life and death when it comes to locating your exact location. This is a great creation for Everyone to install And Most of All it Gives Emergency services your Exact location without Delay or Confusion. Well Done To Emergency Services.,5,2015-08-07,1.11
A Google user,Great app,5,2015-07-27,1.11
A Google user,Long overdue. Excellent app,5,2015-07-24,1.11
A Google user,"Brilliant idea, especially when travelling through unfamiliar places!",5,2015-07-17,1.11
A Google user,Very important for children's phones,5,2015-07-16,1.11
A Google user,If I ever got lost its reassuring to know that I could be found by emergency services.,5,2015-07-16,1.11
A Google user,Incorrect house number,1,2015-07-14,1.11
A Google user,Everyone should have this APP,5,2015-07-14,1.11
A Google user,Very helpful but my address is not correct,5,2015-07-14,1.11
A Google user,A very handy app everyone should have,5,2015-07-13,1.11
A Google user,"I've been getting Seniors & Grey Nomads to add this essential app to their phones for 18 months now. It's so simple for anyone to use. In my view every phone in Australia should have this preloaded, along with the Red Cross app and, in Victoria, the Fire Ready app.",5,2015-07-08,1.11
A Google user,For emergencies only,5,2015-07-05,1.11
A Google user,Love it,5,2015-06-25,1.11
A Google user,I think this is a brilliant app & have told all my family & friends to use it.,5,2015-06-18,1.11
A Google user,This is extremely valuable. Good job,5,2015-06-17,1.11
A Google user,I encourage as a St Johns Ambulance volunteer that everyone install this,5,2015-06-15,1.11
A Google user,Cannot use. Crashed upon opening,1,2015-06-15,1.11
A Google user,Always have help at hand.,5,2015-06-09,1.11
A Google user,Sounds promising but I hope I never need to use it. I am concerned and need to know why it requests access to my photos. Why?,3,2015-06-06,1.11
A Google user,A great app will help out a lot in an emergency. My only concern is you can't get an address if your mobile data is off. GPS coordinate still work but if an address would be more useful,4,2015-06-02,1.11
A Google user,Is it possible to add the Poison Information Helpline (13 11 26) in the list?,4,2015-05-30,1.11
A Google user,I always think that if I saw something I probably wouldn't really know where I  am,5,2015-05-30,
A Google user,Location that comes up is about 35 km from our actual location. Useless!,1,2015-05-10,1.11
A Google user,Emergency[,5,2015-05-08,
A Google user,Great app,5,2015-04-25,1.11
A Google user,For emergencies.,5,2015-04-22,1.11
A Google user,A must for everyone to have on their phone just in case!!!,5,2015-04-21,1.11
A Google user,"All P platers, or kids who walk or ride to school, should have this app in their smart phone",5,2015-04-20,1.11
A Google user,What is the Photos/Media/Files permission used for?,4,2015-04-06,1.11
A Google user,google maps has my home address wrong,4,2015-03-31,1.11
A Google user,Makes good sense.,5,2015-03-25,1.11
A Google user,Emergency+ app,5,2015-02-24,
A Google user,This app is something I would have thought someone would have made years ago. It's such a brilliant idea,5,2015-02-14,1.11
A Google user,"When needing help in serious situation, best App available",5,2015-02-10,
A Google user,Great tool thank you,5,2015-02-04,1.11
A Google user,The best way to be found if you need to be found when you are geographicly incapasitated,5,2015-01-29,1.11
A Google user,Good,5,2015-01-28,
A Google user,Great idea!!!,5,2015-01-21,1.11
A Google user,"This app does exactly what it's meant to. A must install for everyone... who knows,  it may even save a life!",5,2015-01-20,1.11
A Google user,"Everyone should have this, but developers are unresponsive.  Badly needs two improvements: 1. The GPS coordinates and address need to be in a larger font so those with aging eyesight can read it. 2. Should be able to SMS GPS coordinates and address to my own emergency contacts. Reason is simple: poor signal sometimes prevents voice calls but SMS gets through.",4,2015-01-10,1.11
A Google user,"I am in my home and it had wrong street number, out by 6 houses.",3,2015-01-09,1.11
A Google user,When I'm at the back of my house it picks my neighbour behind me address,2,2015-01-07,1.11
A Google user,Gives Emergency Services the details they need to find you if it becomes necessary - hopefully it never does,5,2015-01-07,1.11
A Google user,Simple and effective but has not try it in an emergency,5,2015-01-06,1.11
A Google user,Gps turns off when exiting the app now,5,2015-01-01,1.11
A Google user,Works great on various phones in family but cannot install on new Samsung Galaxy Tab S 8.4 tablet which has GPS and full phone capability via installed  SIM card.,3,2015-01-01,1.11
A Google user,Using lot numbers not street number. Very confusing. Also needs ability to send info to your own personal emergency contacts.,3,2014-12-21,1.11
A Google user,"Excellent app, should be installed on all mobiles!",4,2014-12-20,1.11
A Google user,"This simple yet potentially very effective app' has one major flaw: it must rely on the GPS of the smartphone in which it is installed. In the last few minutes I have apparently moved 750m, without actually changing my location. I would urge caution in declaring your position from the given GPS location, especially if in a building.",4,2014-12-19,1.11
A Google user,Good for bushfire season,4,2014-12-18,1.11
A Google user,How about adding the poisons information phone number as well?,4,2014-12-17,1.11
A Google user,We all need this app on our  phone's,5,2014-12-16,
A Google user,Very good app especially on farm use.  But one major concern.  Address is not correct.   How old is the info for addresses?   Is there anyway they can be updated?  Why isn't local Council address data  base used for example?,4,2014-12-16,1.11
A Google user,Good idea. Looks good. Gps coordinates correct however physical street location is wrong. Writren as the next street over despite the map clearly showing the exact right address,3,2014-12-13,
A Google user,Emergency,5,2014-12-13,1.11
A Google user,"Lucky this app is free. Idea was good app is bad. If the closest that the GPS on this app can get is within 850 metres of your location you are wasting time downloading it. To have full functionality this app must be able to ""turn on the GPS or remind the user to turn it on otherwise the location function is useless"".",1,2014-12-12,
A Google user,Has been needed for a while but hope we never have to use it,5,2014-12-12,1.11
A Google user,A fantastic aid for or people who get lost in remote locations or for dementia patients who find themselves disoriented.,5,2014-12-11,1.11
A Google user,We ride motor bikes and often not on a main Rd.  A great comfort to have this app,5,2014-12-11,1.11
A Google user,Emergancy plus,5,2014-12-11,1.11
A Google user,Great idea for people living on their own.,5,2014-12-10,1.11
A Google user,Should be compulsory for all smart phones.,5,2014-12-10,1.11
A Google user,"Excellent application,  should be standard on all Australian sold mobile phones.",5,2014-12-10,1.11
A Google user,Awesome idea. Thanks to our emergency service personal,5,2014-12-10,1.11
A Google user,Relevant my age,5,2014-12-10,1.11
A Google user,Great app,5,2014-12-09,
A Google user,When you are trying to provide first aid it can be stressful enough without having to remember exactly where you are. This takes the guesswork out of it. Have used it in two real-life situations and it was great.,5,2014-12-07,1.11
A Google user,Also wanted one where could add personal details such as next of kin book the social security number reward if find phone etc,2,2014-11-23,
A Google user,But location is about 2kms out.,3,2014-11-21,
A Google user,"App looks great, however it shows my location in the correct spot on the map, but displays an address in the next street over. If I was not familiar with my current location, this could be the difference between getting help quickley, or having services turn up to the wrong place.",3,2014-11-20,1.0.4
A Google user,Needs an update to turn of GPS after exit its a real battery drain,3,2014-11-08,1.0.2
A Google user,Everyone should install this app in their phones especially in our childrens phones.,4,2014-11-03,1.0.2
A Google user,"Fantastic idea ,but the app rips through the battery power. If this can be fixed then 5 stars.",3,2014-11-03,
A Google user,Hope this will help me!,4,2014-11-02,1.0.2
A Google user,But im in Victoria not N.s.w maybe each state should have there own,3,2014-11-02,1.0.2
A Google user,Any reason why the phone number for the Poisons Information Centre isn't included in National Numbers? How does one give feedback or make suggestions for this product other than this review? Map showing nearest medical facility to ur location might be helpful for non locals.,3,2014-11-01,1.0.2
A Google user,Saved my freinds dad's life,5,2014-10-31,1.0.2
A Google user,"Seriously fix the battery, I have to manually crash the app to stop the life being sucked out of phone",1,2014-10-30,1.0.2
A Google user,The best app so far for any emergency. thumbs up!,5,2014-10-18,1.0.2
A Google user,Emergency,5,2014-10-02,1.0.2
A Google user,I've able all gps on my samsung G3 4G and samsung s5 and its found my location correctly. Well done. Keep up the great  work,5,2014-09-24,1.0.2
A Google user,Gives your location to emergency services in case you have an accident etc.,5,2014-09-13,1.0.2
A Google user,You never know when you may need it for yourself or to help someone else. I recommend this app.,5,2014-08-16,1.0.2
A Google user,I hope I never need it but am thankful I have it,5,2014-08-14,1.0.2
A Google user,"The first page shows your location, according to this app I was somewhere in a completely different street. Uninstalled.",1,2014-08-14,
A Google user,seems like a gr8 app and as a qas first responder it would of been very useful here in our rural township and surrounds but alas after installing on 2 diff phones the app froze on both phones and kept constantly turning my Samsung on and off. wat a shame. blessings,3,2014-07-22,
A Google user,Easy to use and accurate,5,2014-07-22,1.0.2
A Google user,"Works flawlessly, really impressive. Glad it's free",5,2014-07-07,1.0.2
A Google user,"Will uninstall if they are True Blue, increasing their kill scores!",1,2014-06-30,1.0.2
A Google user,Poisons information number  could be worthwhile,5,2014-06-25,1.0.2
A Google user,Everyone should have this app on their device. It will save lives,5,2014-06-22,1.0.2
A Google user,Good but address was about a kilometer out when I had to use it plus drained my battery,3,2014-06-22,1.0.2
A Google user,Very handy,5,2014-06-19,1.0.2
A Google user,It tells me I'm 3 streets away from where I actually am... have tried turning it off then back on again and still the same,1,2014-06-08,
A Google user,Especially the coordinates automatically turned on. A copy/paste of the coordinates would be good so it can be texted,5,2014-06-04,
A Google user,Works,5,2014-06-04,1.0.2
A Google user,"This keeps the GPS running long after exiting, killing battery life... in an emergency, a flat battery might be critical. Fix that and it'll be perfect.  Workaround (easy): close the app from the ""recent apps"" menu.  Workaround (advanced): if you use Tasker, create an exit task to completely kill the app when it's closed. That stops the background process running.",3,2014-05-31,1.0.2
A Google user,"It is good, but the GPS needs to be turned off after it has an accurate location fix. Murphys law says that you will need the app when the battery is low. If the GPS stays on, then it won't be long before the phone dies. And that could mean more than just the phone!! . It also needs the ability to turn the GPS on like the 'find my phone' apps. . It needs a large widget so it can be placed on a home screen, and be readily accessible if It's needed. . bugger, ran out of characters....",4,2014-05-14,1.0.2
A Google user,It would be ideal if the GPS got your exact address right and not your previous address.  Its no good if you wasn't able to communicate and you were depending on it.Just uninstalled it.,1,2014-04-10,
A Google user,Power management issues,1,2014-04-05,1.0.2
A Google user,Fantastic app,5,2014-04-03,1.0.2
A Google user,"Clear, concise and a must have.",5,2014-03-22,1.0.2
A Google user,"The apps layout, functionality and over all idea is great.. could be a very handy app..  GPS accuracy is off! I've tried multiple locations, time's of day, reinstalled the app.. pin points my location no closer then 3 blocks away even with every possible gps option selected on my phone.. google maps at least places a dot next door. Possibly fine tune that? But as said, great app otherwise.  I understand I might be the only one with this issue.",4,2014-03-11,1.0.2
A Google user,No review Comment,5,2014-03-07,1.0.2
A Google user,Essential app that I hope I never get to use,5,2014-03-05,1.0.2
A Google user,"Fantastic concept BUT everyone needs to carry either:- (1) a spare battery, or (2) a connectivity cable to charge the phone.  The App drinks more gas from my battery than a Ferrari at full throttle.  The battery drain makes the App useless as you can't turn it on/off at will and conserve power until it's needed.  The IT developers really need to take a look at why is is so power draining.  As for a RATING I rate the concept as 5* battery drain MINUS 5",1,2014-03-01,1.0.2
A Google user,"However, its true what others are saying, this drains my battery in about 3 hours since installing. Please stop it constantly using the gps. I have to kill the process to stop it.",1,2014-02-26,1.0.2
A Google user,I will change the rating to 5 stars when the app closes the GPS on exit every time I exit it.  On my HTC One it usually does not.  I don't think it is a problem on iPhones but it needs fixing.  Otherwise it is a brilliant app.  In an emergency I would forget to check the GPS and end up with a flat battery when I need it most.,3,2014-02-16,1.0.2
A Google user,No review Comment,5,2014-02-15,1.0.2
A Google user,Good app,5,2014-02-11,1.01
A Google user,Why don't all smartphones sold in Australia come with this Pre-Loaded ???,5,2014-02-09,1.01
A Google user,Worth while,5,2014-02-03,1.01
A Google user,"Would be good to include a function where you could quickly send your coordinates to next of kin, trusted friend etc.",4,2014-01-21,1.01
A Google user,"First time opened, it showed pinpoint accuracy with the GPS function on my Samsung Galaxy s4",5,2014-01-21,1.01
A Google user,"Update. Tried to use the GPS location on the app to tell NRMA where I had broken down. GPS had me on the wrong road and had the NRMA turn up to the wrong location. Hate to think if it had been life or death.  I have use the GPS on my phone with other apps and they were a lot more precise. Besides fixing the GPS issue, a suggested improvement would be to have the GPS give you the details of the Local Area Command you are in and give you a phone number to the relevant station.",2,2014-01-18,1.01
A Google user,"Location correct to 10m on 3G & GPS, 10m on WiFi & GPS and 3m on GPS only. A handy app which I hope I never have to use, but will be nice to know it's there when I'm out bushwalking",5,2014-01-17,1.01
A Google user,Tried installing twice. Didn't work.,1,2014-01-17,1.01
A Google user,I've tried multiple installs/uninstalls but it crashes every time I try to open it. Obviously no one has bothered to fix the bugs that people have been reporting since it first came out.,1,2014-01-14,1.01
A Google user,Great Idea to assist in the issues of emergency support,5,2014-01-11,1.01
A Google user,"I saw the app and thought it was a great idea, so I downloaded it and tried opening it on my Galaxy Ace Plus. All I copped was that there was an error and that I had to close it. This happened the next few times that I tried to open it. I hope the developers actually read these because they need to fix this problem. An app like this isn't much use at all if I can't even open it!",1,2014-01-10,
A Google user,Address house number not real accurate but good if you have no idea of where you are to start with and maybe have poisons info number as well,4,2014-01-09,1.01
