,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
636,negative,Emergency,Emergency,['emergency'],['emergency'],['emerg'],['emergency']
637,neutral,"Lucky this app is free. Idea was good app is bad. If the closest that the GPS on this app can get is within 850 metres of your location you are wasting time downloading it. To have full functionality this app must be able to ""turn on the GPS or remind the user to turn it on otherwise the location function is useless"".",Lucky this app is free Idea was good app is bad If the closest that the GPS on this app can get is within 850 metres of your location you are wasting time downloading it To have full functionality this app must be able to turn on the GPS or remind the user to turn it on otherwise the location function is useless,"['lucky', 'this', 'app', 'is', 'free', 'idea', 'was', 'good', 'app', 'is', 'bad', 'if', 'the', 'closest', 'that', 'the', 'gps', 'on', 'this', 'app', 'can', 'get', 'is', 'within', '850', 'metres', 'of', 'your', 'location', 'you', 'are', 'wasting', 'time', 'downloading', 'it', 'to', 'have', 'full', 'functionality', 'this', 'app', 'must', 'be', 'able', 'to', 'turn', 'on', 'the', 'gps', 'or', 'remind', 'the', 'user', 'to', 'turn', 'it', 'on', 'otherwise', 'the', 'location', 'function', 'is', 'useless']","['lucky', 'app', 'free', 'idea', 'good', 'app', 'bad', 'closest', 'gps', 'app', 'get', 'within', '850', 'metres', 'location', 'wasting', 'time', 'downloading', 'full', 'functionality', 'app', 'must', 'able', 'turn', 'gps', 'remind', 'user', 'turn', 'otherwise', 'location', 'function', 'useless']","['lucki', 'app', 'free', 'idea', 'good', 'app', 'bad', 'closest', 'gp', 'app', 'get', 'within', '850', 'metr', 'locat', 'wast', 'time', 'download', 'full', 'function', 'app', 'must', 'abl', 'turn', 'gp', 'remind', 'user', 'turn', 'otherwis', 'locat', 'function', 'useless']","['lucky', 'app', 'free', 'idea', 'good', 'app', 'bad', 'closest', 'gps', 'app', 'get', 'within', '850', 'metre', 'location', 'wasting', 'time', 'downloading', 'full', 'functionality', 'app', 'must', 'able', 'turn', 'gps', 'remind', 'user', 'turn', 'otherwise', 'location', 'function', 'useless']"
638,positive,Has been needed for a while but hope we never have to use it,Has been needed for a while but hope we never have to use it,"['has', 'been', 'needed', 'for', 'a', 'while', 'but', 'hope', 'we', 'never', 'have', 'to', 'use', 'it']","['needed', 'hope', 'never', 'use']","['need', 'hope', 'never', 'use']","['needed', 'hope', 'never', 'use']"
639,negative,A fantastic aid for or people who get lost in remote locations or for dementia patients who find themselves disoriented.,A fantastic aid for or people who get lost in remote locations or for dementia patients who find themselves disoriented,"['a', 'fantastic', 'aid', 'for', 'or', 'people', 'who', 'get', 'lost', 'in', 'remote', 'locations', 'or', 'for', 'dementia', 'patients', 'who', 'find', 'themselves', 'disoriented']","['fantastic', 'aid', 'people', 'get', 'lost', 'remote', 'locations', 'dementia', 'patients', 'find', 'disoriented']","['fantast', 'aid', 'peopl', 'get', 'lost', 'remot', 'locat', 'dementia', 'patient', 'find', 'disori']","['fantastic', 'aid', 'people', 'get', 'lost', 'remote', 'location', 'dementia', 'patient', 'find', 'disoriented']"
640,positive,We ride motor bikes and often not on a main Rd. A great comfort to have this app,We ride motor bikes and often not on a main Rd A great comfort to have this app,"['we', 'ride', 'motor', 'bikes', 'and', 'often', 'not', 'on', 'a', 'main', 'rd', 'a', 'great', 'comfort', 'to', 'have', 'this', 'app']","['ride', 'motor', 'bikes', 'often', 'main', 'rd', 'great', 'comfort', 'app']","['ride', 'motor', 'bike', 'often', 'main', 'rd', 'great', 'comfort', 'app']","['ride', 'motor', 'bike', 'often', 'main', 'rd', 'great', 'comfort', 'app']"
641,neutral,Emergancy plus,Emergancy plus,"['emergancy', 'plus']","['emergancy', 'plus']","['emerg', 'plu']","['emergancy', 'plus']"
642,positive,Great idea for people living on their own.,Great idea for people living on their own,"['great', 'idea', 'for', 'people', 'living', 'on', 'their', 'own']","['great', 'idea', 'people', 'living']","['great', 'idea', 'peopl', 'live']","['great', 'idea', 'people', 'living']"
643,positive,Should be compulsory for all smart phones.,Should be compulsory for all smart phones,"['should', 'be', 'compulsory', 'for', 'all', 'smart', 'phones']","['compulsory', 'smart', 'phones']","['compulsori', 'smart', 'phone']","['compulsory', 'smart', 'phone']"
644,positive,"Excellent application, should be standard on all Australian sold mobile phones.",Excellent application should be standard on all Australian sold mobile phones,"['excellent', 'application', 'should', 'be', 'standard', 'on', 'all', 'australian', 'sold', 'mobile', 'phones']","['excellent', 'application', 'standard', 'australian', 'sold', 'mobile', 'phones']","['excel', 'applic', 'standard', 'australian', 'sold', 'mobil', 'phone']","['excellent', 'application', 'standard', 'australian', 'sold', 'mobile', 'phone']"
645,positive,Awesome idea. Thanks to our emergency service personal,Awesome idea Thanks to our emergency service personal,"['awesome', 'idea', 'thanks', 'to', 'our', 'emergency', 'service', 'personal']","['awesome', 'idea', 'thanks', 'emergency', 'service', 'personal']","['awesom', 'idea', 'thank', 'emerg', 'servic', 'person']","['awesome', 'idea', 'thanks', 'emergency', 'service', 'personal']"
646,neutral,Relevant my age,Relevant my age,"['relevant', 'my', 'age']","['relevant', 'age']","['relev', 'age']","['relevant', 'age']"
647,positive,Great app,Great app,"['great', 'app']","['great', 'app']","['great', 'app']","['great', 'app']"
648,positive,When you are trying to provide first aid it can be stressful enough without having to remember exactly where you are. This takes the guesswork out of it. Have used it in two real-life situations and it was great.,When you are trying to provide first aid it can be stressful enough without having to remember exactly where you are This takes the guesswork out of it Have used it in two reallife situations and it was great,"['when', 'you', 'are', 'trying', 'to', 'provide', 'first', 'aid', 'it', 'can', 'be', 'stressful', 'enough', 'without', 'having', 'to', 'remember', 'exactly', 'where', 'you', 'are', 'this', 'takes', 'the', 'guesswork', 'out', 'of', 'it', 'have', 'used', 'it', 'in', 'two', 'reallife', 'situations', 'and', 'it', 'was', 'great']","['trying', 'provide', 'first', 'aid', 'stressful', 'enough', 'without', 'remember', 'exactly', 'takes', 'guesswork', 'used', 'two', 'reallife', 'situations', 'great']","['tri', 'provid', 'first', 'aid', 'stress', 'enough', 'without', 'rememb', 'exactli', 'take', 'guesswork', 'use', 'two', 'reallif', 'situat', 'great']","['trying', 'provide', 'first', 'aid', 'stressful', 'enough', 'without', 'remember', 'exactly', 'take', 'guesswork', 'used', 'two', 'reallife', 'situation', 'great']"
649,positive,Also wanted one where could add personal details such as next of kin book the social security number reward if find phone etc,Also wanted one where could add personal details such as next of kin book the social security number reward if find phone etc,"['also', 'wanted', 'one', 'where', 'could', 'add', 'personal', 'details', 'such', 'as', 'next', 'of', 'kin', 'book', 'the', 'social', 'security', 'number', 'reward', 'if', 'find', 'phone', 'etc']","['also', 'wanted', 'one', 'could', 'add', 'personal', 'details', 'next', 'kin', 'book', 'social', 'security', 'number', 'reward', 'find', 'phone', 'etc']","['also', 'want', 'one', 'could', 'add', 'person', 'detail', 'next', 'kin', 'book', 'social', 'secur', 'number', 'reward', 'find', 'phone', 'etc']","['also', 'wanted', 'one', 'could', 'add', 'personal', 'detail', 'next', 'kin', 'book', 'social', 'security', 'number', 'reward', 'find', 'phone', 'etc']"
650,neutral,But location is about 2kms out.,But location is about 2kms out,"['but', 'location', 'is', 'about', '2kms', 'out']","['location', '2kms']","['locat', '2km']","['location', '2kms']"
651,positive,"App looks great, however it shows my location in the correct spot on the map, but displays an address in the next street over. If I was not familiar with my current location, this could be the difference between getting help quickley, or having services turn up to the wrong place.",App looks great however it shows my location in the correct spot on the map but displays an address in the next street over If I was not familiar with my current location this could be the difference between getting help quickley or having services turn up to the wrong place,"['app', 'looks', 'great', 'however', 'it', 'shows', 'my', 'location', 'in', 'the', 'correct', 'spot', 'on', 'the', 'map', 'but', 'displays', 'an', 'address', 'in', 'the', 'next', 'street', 'over', 'if', 'i', 'was', 'not', 'familiar', 'with', 'my', 'current', 'location', 'this', 'could', 'be', 'the', 'difference', 'between', 'getting', 'help', 'quickley', 'or', 'having', 'services', 'turn', 'up', 'to', 'the', 'wrong', 'place']","['app', 'looks', 'great', 'however', 'shows', 'location', 'correct', 'spot', 'map', 'displays', 'address', 'next', 'street', 'familiar', 'current', 'location', 'could', 'difference', 'getting', 'help', 'quickley', 'services', 'turn', 'wrong', 'place']","['app', 'look', 'great', 'howev', 'show', 'locat', 'correct', 'spot', 'map', 'display', 'address', 'next', 'street', 'familiar', 'current', 'locat', 'could', 'differ', 'get', 'help', 'quickley', 'servic', 'turn', 'wrong', 'place']","['app', 'look', 'great', 'however', 'show', 'location', 'correct', 'spot', 'map', 'display', 'address', 'next', 'street', 'familiar', 'current', 'location', 'could', 'difference', 'getting', 'help', 'quickley', 'service', 'turn', 'wrong', 'place']"
652,neutral,Needs an update to turn of GPS after exit its a real battery drain,Needs an update to turn of GPS after exit its a real battery drain,"['needs', 'an', 'update', 'to', 'turn', 'of', 'gps', 'after', 'exit', 'its', 'a', 'real', 'battery', 'drain']","['needs', 'update', 'turn', 'gps', 'exit', 'real', 'battery', 'drain']","['need', 'updat', 'turn', 'gp', 'exit', 'real', 'batteri', 'drain']","['need', 'update', 'turn', 'gps', 'exit', 'real', 'battery', 'drain']"
653,neutral,Everyone should install this app in their phones especially in our childrens phones.,Everyone should install this app in their phones especially in our childrens phones,"['everyone', 'should', 'install', 'this', 'app', 'in', 'their', 'phones', 'especially', 'in', 'our', 'childrens', 'phones']","['everyone', 'install', 'app', 'phones', 'especially', 'childrens', 'phones']","['everyon', 'instal', 'app', 'phone', 'especi', 'children', 'phone']","['everyone', 'install', 'app', 'phone', 'especially', 'childrens', 'phone']"
654,positive,"Fantastic idea ,but the app rips through the battery power. If this can be fixed then 5 stars.",Fantastic idea but the app rips through the battery power If this can be fixed then 5 stars,"['fantastic', 'idea', 'but', 'the', 'app', 'rips', 'through', 'the', 'battery', 'power', 'if', 'this', 'can', 'be', 'fixed', 'then', '5', 'stars']","['fantastic', 'idea', 'app', 'rips', 'battery', 'power', 'fixed', '5', 'stars']","['fantast', 'idea', 'app', 'rip', 'batteri', 'power', 'fix', '5', 'star']","['fantastic', 'idea', 'app', 'rip', 'battery', 'power', 'fixed', '5', 'star']"
655,positive,Hope this will help me!,Hope this will help me,"['hope', 'this', 'will', 'help', 'me']","['hope', 'help']","['hope', 'help']","['hope', 'help']"
656,neutral,But im in Victoria not N.s.w maybe each state should have there own,But im in Victoria not Nsw maybe each state should have there own,"['but', 'im', 'in', 'victoria', 'not', 'nsw', 'maybe', 'each', 'state', 'should', 'have', 'there', 'own']","['im', 'victoria', 'nsw', 'maybe', 'state']","['im', 'victoria', 'nsw', 'mayb', 'state']","['im', 'victoria', 'nsw', 'maybe', 'state']"
657,negative,Any reason why the phone number for the Poisons Information Centre isn't included in National Numbers? How does one give feedback or make suggestions for this product other than this review? Map showing nearest medical facility to ur location might be helpful for non locals.,Any reason why the phone number for the Poisons Information Centre isnt included in National Numbers How does one give feedback or make suggestions for this product other than this review Map showing nearest medical facility to ur location might be helpful for non locals,"['any', 'reason', 'why', 'the', 'phone', 'number', 'for', 'the', 'poisons', 'information', 'centre', 'isnt', 'included', 'in', 'national', 'numbers', 'how', 'does', 'one', 'give', 'feedback', 'or', 'make', 'suggestions', 'for', 'this', 'product', 'other', 'than', 'this', 'review', 'map', 'showing', 'nearest', 'medical', 'facility', 'to', 'ur', 'location', 'might', 'be', 'helpful', 'for', 'non', 'locals']","['reason', 'phone', 'number', 'poisons', 'information', 'centre', 'isnt', 'included', 'national', 'numbers', 'one', 'give', 'feedback', 'make', 'suggestions', 'product', 'review', 'map', 'showing', 'nearest', 'medical', 'facility', 'ur', 'location', 'might', 'helpful', 'non', 'locals']","['reason', 'phone', 'number', 'poison', 'inform', 'centr', 'isnt', 'includ', 'nation', 'number', 'one', 'give', 'feedback', 'make', 'suggest', 'product', 'review', 'map', 'show', 'nearest', 'medic', 'facil', 'ur', 'locat', 'might', 'help', 'non', 'local']","['reason', 'phone', 'number', 'poison', 'information', 'centre', 'isnt', 'included', 'national', 'number', 'one', 'give', 'feedback', 'make', 'suggestion', 'product', 'review', 'map', 'showing', 'nearest', 'medical', 'facility', 'ur', 'location', 'might', 'helpful', 'non', 'local']"
658,positive,Saved my freinds dad's life,Saved my freinds dads life,"['saved', 'my', 'freinds', 'dads', 'life']","['saved', 'freinds', 'dads', 'life']","['save', 'freind', 'dad', 'life']","['saved', 'freinds', 'dad', 'life']"
659,negative,"Seriously fix the battery, I have to manually crash the app to stop the life being sucked out of phone",Seriously fix the battery I have to manually crash the app to stop the life being sucked out of phone,"['seriously', 'fix', 'the', 'battery', 'i', 'have', 'to', 'manually', 'crash', 'the', 'app', 'to', 'stop', 'the', 'life', 'being', 'sucked', 'out', 'of', 'phone']","['seriously', 'fix', 'battery', 'manually', 'crash', 'app', 'stop', 'life', 'sucked', 'phone']","['serious', 'fix', 'batteri', 'manual', 'crash', 'app', 'stop', 'life', 'suck', 'phone']","['seriously', 'fix', 'battery', 'manually', 'crash', 'app', 'stop', 'life', 'sucked', 'phone']"
660,positive,The best app so far for any emergency. thumbs up!,The best app so far for any emergency thumbs up,"['the', 'best', 'app', 'so', 'far', 'for', 'any', 'emergency', 'thumbs', 'up']","['best', 'app', 'far', 'emergency', 'thumbs']","['best', 'app', 'far', 'emerg', 'thumb']","['best', 'app', 'far', 'emergency', 'thumb']"
661,negative,Emergency,Emergency,['emergency'],['emergency'],['emerg'],['emergency']
662,positive,I've able all gps on my samsung G3 4G and samsung s5 and its found my location correctly. Well done. Keep up the great work,Ive able all gps on my samsung G3 4G and samsung s5 and its found my location correctly Well done Keep up the great work,"['ive', 'able', 'all', 'gps', 'on', 'my', 'samsung', 'g3', '4g', 'and', 'samsung', 's5', 'and', 'its', 'found', 'my', 'location', 'correctly', 'well', 'done', 'keep', 'up', 'the', 'great', 'work']","['ive', 'able', 'gps', 'samsung', 'g3', '4g', 'samsung', 's5', 'found', 'location', 'correctly', 'well', 'done', 'keep', 'great', 'work']","['ive', 'abl', 'gp', 'samsung', 'g3', '4g', 'samsung', 's5', 'found', 'locat', 'correctli', 'well', 'done', 'keep', 'great', 'work']","['ive', 'able', 'gps', 'samsung', 'g3', '4g', 'samsung', 's5', 'found', 'location', 'correctly', 'well', 'done', 'keep', 'great', 'work']"
663,negative,Gives your location to emergency services in case you have an accident etc.,Gives your location to emergency services in case you have an accident etc,"['gives', 'your', 'location', 'to', 'emergency', 'services', 'in', 'case', 'you', 'have', 'an', 'accident', 'etc']","['gives', 'location', 'emergency', 'services', 'case', 'accident', 'etc']","['give', 'locat', 'emerg', 'servic', 'case', 'accid', 'etc']","['give', 'location', 'emergency', 'service', 'case', 'accident', 'etc']"
664,positive,You never know when you may need it for yourself or to help someone else. I recommend this app.,You never know when you may need it for yourself or to help someone else I recommend this app,"['you', 'never', 'know', 'when', 'you', 'may', 'need', 'it', 'for', 'yourself', 'or', 'to', 'help', 'someone', 'else', 'i', 'recommend', 'this', 'app']","['never', 'know', 'may', 'need', 'help', 'someone', 'else', 'recommend', 'app']","['never', 'know', 'may', 'need', 'help', 'someon', 'els', 'recommend', 'app']","['never', 'know', 'may', 'need', 'help', 'someone', 'else', 'recommend', 'app']"
665,positive,I hope I never need it but am thankful I have it,I hope I never need it but am thankful I have it,"['i', 'hope', 'i', 'never', 'need', 'it', 'but', 'am', 'thankful', 'i', 'have', 'it']","['hope', 'never', 'need', 'thankful']","['hope', 'never', 'need', 'thank']","['hope', 'never', 'need', 'thankful']"
666,neutral,"The first page shows your location, according to this app I was somewhere in a completely different street. Uninstalled.",The first page shows your location according to this app I was somewhere in a completely different street Uninstalled,"['the', 'first', 'page', 'shows', 'your', 'location', 'according', 'to', 'this', 'app', 'i', 'was', 'somewhere', 'in', 'a', 'completely', 'different', 'street', 'uninstalled']","['first', 'page', 'shows', 'location', 'according', 'app', 'somewhere', 'completely', 'different', 'street', 'uninstalled']","['first', 'page', 'show', 'locat', 'accord', 'app', 'somewher', 'complet', 'differ', 'street', 'uninstal']","['first', 'page', 'show', 'location', 'according', 'app', 'somewhere', 'completely', 'different', 'street', 'uninstalled']"
667,positive,seems like a gr8 app and as a qas first responder it would of been very useful here in our rural township and surrounds but alas after installing on 2 diff phones the app froze on both phones and kept constantly turning my Samsung on and off. wat a shame. blessings,seems like a gr8 app and as a qas first responder it would of been very useful here in our rural township and surrounds but alas after installing on 2 diff phones the app froze on both phones and kept constantly turning my Samsung on and off wat a shame blessings,"['seems', 'like', 'a', 'gr8', 'app', 'and', 'as', 'a', 'qas', 'first', 'responder', 'it', 'would', 'of', 'been', 'very', 'useful', 'here', 'in', 'our', 'rural', 'township', 'and', 'surrounds', 'but', 'alas', 'after', 'installing', 'on', '2', 'diff', 'phones', 'the', 'app', 'froze', 'on', 'both', 'phones', 'and', 'kept', 'constantly', 'turning', 'my', 'samsung', 'on', 'and', 'off', 'wat', 'a', 'shame', 'blessings']","['seems', 'like', 'gr8', 'app', 'qas', 'first', 'responder', 'would', 'useful', 'rural', 'township', 'surrounds', 'alas', 'installing', '2', 'diff', 'phones', 'app', 'froze', 'phones', 'kept', 'constantly', 'turning', 'samsung', 'wat', 'shame', 'blessings']","['seem', 'like', 'gr8', 'app', 'qa', 'first', 'respond', 'would', 'use', 'rural', 'township', 'surround', 'ala', 'instal', '2', 'diff', 'phone', 'app', 'froze', 'phone', 'kept', 'constantli', 'turn', 'samsung', 'wat', 'shame', 'bless']","['seems', 'like', 'gr8', 'app', 'qas', 'first', 'responder', 'would', 'useful', 'rural', 'township', 'surround', 'ala', 'installing', '2', 'diff', 'phone', 'app', 'froze', 'phone', 'kept', 'constantly', 'turning', 'samsung', 'wat', 'shame', 'blessing']"
668,positive,Easy to use and accurate,Easy to use and accurate,"['easy', 'to', 'use', 'and', 'accurate']","['easy', 'use', 'accurate']","['easi', 'use', 'accur']","['easy', 'use', 'accurate']"
669,positive,"Works flawlessly, really impressive. Glad it's free",Works flawlessly really impressive Glad its free,"['works', 'flawlessly', 'really', 'impressive', 'glad', 'its', 'free']","['works', 'flawlessly', 'really', 'impressive', 'glad', 'free']","['work', 'flawlessli', 'realli', 'impress', 'glad', 'free']","['work', 'flawlessly', 'really', 'impressive', 'glad', 'free']"
670,negative,"Will uninstall if they are True Blue, increasing their kill scores!",Will uninstall if they are True Blue increasing their kill scores,"['will', 'uninstall', 'if', 'they', 'are', 'true', 'blue', 'increasing', 'their', 'kill', 'scores']","['uninstall', 'true', 'blue', 'increasing', 'kill', 'scores']","['uninstal', 'true', 'blue', 'increas', 'kill', 'score']","['uninstall', 'true', 'blue', 'increasing', 'kill', 'score']"
671,negative,Poisons information number could be worthwhile,Poisons information number could be worthwhile,"['poisons', 'information', 'number', 'could', 'be', 'worthwhile']","['poisons', 'information', 'number', 'could', 'worthwhile']","['poison', 'inform', 'number', 'could', 'worthwhil']","['poison', 'information', 'number', 'could', 'worthwhile']"
672,positive,Everyone should have this app on their device. It will save lives,Everyone should have this app on their device It will save lives,"['everyone', 'should', 'have', 'this', 'app', 'on', 'their', 'device', 'it', 'will', 'save', 'lives']","['everyone', 'app', 'device', 'save', 'lives']","['everyon', 'app', 'devic', 'save', 'live']","['everyone', 'app', 'device', 'save', 'life']"
673,negative,Good but address was about a kilometer out when I had to use it plus drained my battery,Good but address was about a kilometer out when I had to use it plus drained my battery,"['good', 'but', 'address', 'was', 'about', 'a', 'kilometer', 'out', 'when', 'i', 'had', 'to', 'use', 'it', 'plus', 'drained', 'my', 'battery']","['good', 'address', 'kilometer', 'use', 'plus', 'drained', 'battery']","['good', 'address', 'kilomet', 'use', 'plu', 'drain', 'batteri']","['good', 'address', 'kilometer', 'use', 'plus', 'drained', 'battery']"
674,neutral,Very handy,Very handy,"['very', 'handy']",['handy'],['handi'],['handy']
675,neutral,It tells me I'm 3 streets away from where I actually am... have tried turning it off then back on again and still the same,It tells me Im 3 streets away from where I actually am have tried turning it off then back on again and still the same,"['it', 'tells', 'me', 'im', '3', 'streets', 'away', 'from', 'where', 'i', 'actually', 'am', 'have', 'tried', 'turning', 'it', 'off', 'then', 'back', 'on', 'again', 'and', 'still', 'the', 'same']","['tells', 'im', '3', 'streets', 'away', 'actually', 'tried', 'turning', 'back', 'still']","['tell', 'im', '3', 'street', 'away', 'actual', 'tri', 'turn', 'back', 'still']","['tell', 'im', '3', 'street', 'away', 'actually', 'tried', 'turning', 'back', 'still']"
676,positive,Especially the coordinates automatically turned on. A copy/paste of the coordinates would be good so it can be texted,Especially the coordinates automatically turned on A copypaste of the coordinates would be good so it can be texted,"['especially', 'the', 'coordinates', 'automatically', 'turned', 'on', 'a', 'copypaste', 'of', 'the', 'coordinates', 'would', 'be', 'good', 'so', 'it', 'can', 'be', 'texted']","['especially', 'coordinates', 'automatically', 'turned', 'copypaste', 'coordinates', 'would', 'good', 'texted']","['especi', 'coordin', 'automat', 'turn', 'copypast', 'coordin', 'would', 'good', 'text']","['especially', 'coordinate', 'automatically', 'turned', 'copypaste', 'coordinate', 'would', 'good', 'texted']"
677,neutral,Works,Works,['works'],['works'],['work'],['work']
678,negative,"This keeps the GPS running long after exiting, killing battery life... in an emergency, a flat battery might be critical. Fix that and it'll be perfect. Workaround (easy): close the app from the ""recent apps"" menu. Workaround (advanced): if you use Tasker, create an exit task to completely kill the app when it's closed. That stops the background process running.",This keeps the GPS running long after exiting killing battery life in an emergency a flat battery might be critical Fix that and itll be perfect Workaround easy close the app from the recent apps menu Workaround advanced if you use Tasker create an exit task to completely kill the app when its closed That stops the background process running,"['this', 'keeps', 'the', 'gps', 'running', 'long', 'after', 'exiting', 'killing', 'battery', 'life', 'in', 'an', 'emergency', 'a', 'flat', 'battery', 'might', 'be', 'critical', 'fix', 'that', 'and', 'itll', 'be', 'perfect', 'workaround', 'easy', 'close', 'the', 'app', 'from', 'the', 'recent', 'apps', 'menu', 'workaround', 'advanced', 'if', 'you', 'use', 'tasker', 'create', 'an', 'exit', 'task', 'to', 'completely', 'kill', 'the', 'app', 'when', 'its', 'closed', 'that', 'stops', 'the', 'background', 'process', 'running']","['keeps', 'gps', 'running', 'long', 'exiting', 'killing', 'battery', 'life', 'emergency', 'flat', 'battery', 'might', 'critical', 'fix', 'itll', 'perfect', 'workaround', 'easy', 'close', 'app', 'recent', 'apps', 'menu', 'workaround', 'advanced', 'use', 'tasker', 'create', 'exit', 'task', 'completely', 'kill', 'app', 'closed', 'stops', 'background', 'process', 'running']","['keep', 'gp', 'run', 'long', 'exit', 'kill', 'batteri', 'life', 'emerg', 'flat', 'batteri', 'might', 'critic', 'fix', 'itll', 'perfect', 'workaround', 'easi', 'close', 'app', 'recent', 'app', 'menu', 'workaround', 'advanc', 'use', 'tasker', 'creat', 'exit', 'task', 'complet', 'kill', 'app', 'close', 'stop', 'background', 'process', 'run']","['keep', 'gps', 'running', 'long', 'exiting', 'killing', 'battery', 'life', 'emergency', 'flat', 'battery', 'might', 'critical', 'fix', 'itll', 'perfect', 'workaround', 'easy', 'close', 'app', 'recent', 'apps', 'menu', 'workaround', 'advanced', 'use', 'tasker', 'create', 'exit', 'task', 'completely', 'kill', 'app', 'closed', 'stop', 'background', 'process', 'running']"
679,positive,"It is good, but the GPS needs to be turned off after it has an accurate location fix. Murphys law says that you will need the app when the battery is low. If the GPS stays on, then it won't be long before the phone dies. And that could mean more than just the phone!! . It also needs the ability to turn the GPS on like the 'find my phone' apps. . It needs a large widget so it can be placed on a home screen, and be readily accessible if It's needed. . bugger, ran out of characters....",It is good but the GPS needs to be turned off after it has an accurate location fix Murphys law says that you will need the app when the battery is low If the GPS stays on then it wont be long before the phone dies And that could mean more than just the phone  It also needs the ability to turn the GPS on like the find my phone apps  It needs a large widget so it can be placed on a home screen and be readily accessible if Its needed  bugger ran out of characters,"['it', 'is', 'good', 'but', 'the', 'gps', 'needs', 'to', 'be', 'turned', 'off', 'after', 'it', 'has', 'an', 'accurate', 'location', 'fix', 'murphys', 'law', 'says', 'that', 'you', 'will', 'need', 'the', 'app', 'when', 'the', 'battery', 'is', 'low', 'if', 'the', 'gps', 'stays', 'on', 'then', 'it', 'wont', 'be', 'long', 'before', 'the', 'phone', 'dies', 'and', 'that', 'could', 'mean', 'more', 'than', 'just', 'the', 'phone', 'it', 'also', 'needs', 'the', 'ability', 'to', 'turn', 'the', 'gps', 'on', 'like', 'the', 'find', 'my', 'phone', 'apps', 'it', 'needs', 'a', 'large', 'widget', 'so', 'it', 'can', 'be', 'placed', 'on', 'a', 'home', 'screen', 'and', 'be', 'readily', 'accessible', 'if', 'its', 'needed', 'bugger', 'ran', 'out', 'of', 'characters']","['good', 'gps', 'needs', 'turned', 'accurate', 'location', 'fix', 'murphys', 'law', 'says', 'need', 'app', 'battery', 'low', 'gps', 'stays', 'wont', 'long', 'phone', 'dies', 'could', 'mean', 'phone', 'also', 'needs', 'ability', 'turn', 'gps', 'like', 'find', 'phone', 'apps', 'needs', 'large', 'widget', 'placed', 'home', 'screen', 'readily', 'accessible', 'needed', 'bugger', 'ran', 'characters']","['good', 'gp', 'need', 'turn', 'accur', 'locat', 'fix', 'murphi', 'law', 'say', 'need', 'app', 'batteri', 'low', 'gp', 'stay', 'wont', 'long', 'phone', 'die', 'could', 'mean', 'phone', 'also', 'need', 'abil', 'turn', 'gp', 'like', 'find', 'phone', 'app', 'need', 'larg', 'widget', 'place', 'home', 'screen', 'readili', 'access', 'need', 'bugger', 'ran', 'charact']","['good', 'gps', 'need', 'turned', 'accurate', 'location', 'fix', 'murphy', 'law', 'say', 'need', 'app', 'battery', 'low', 'gps', 'stay', 'wont', 'long', 'phone', 'dy', 'could', 'mean', 'phone', 'also', 'need', 'ability', 'turn', 'gps', 'like', 'find', 'phone', 'apps', 'need', 'large', 'widget', 'placed', 'home', 'screen', 'readily', 'accessible', 'needed', 'bugger', 'ran', 'character']"
680,positive,It would be ideal if the GPS got your exact address right and not your previous address. Its no good if you wasn't able to communicate and you were depending on it.Just uninstalled it.,It would be ideal if the GPS got your exact address right and not your previous address Its no good if you wasnt able to communicate and you were depending on itJust uninstalled it,"['it', 'would', 'be', 'ideal', 'if', 'the', 'gps', 'got', 'your', 'exact', 'address', 'right', 'and', 'not', 'your', 'previous', 'address', 'its', 'no', 'good', 'if', 'you', 'wasnt', 'able', 'to', 'communicate', 'and', 'you', 'were', 'depending', 'on', 'itjust', 'uninstalled', 'it']","['would', 'ideal', 'gps', 'got', 'exact', 'address', 'right', 'previous', 'address', 'good', 'wasnt', 'able', 'communicate', 'depending', 'itjust', 'uninstalled']","['would', 'ideal', 'gp', 'got', 'exact', 'address', 'right', 'previou', 'address', 'good', 'wasnt', 'abl', 'commun', 'depend', 'itjust', 'uninstal']","['would', 'ideal', 'gps', 'got', 'exact', 'address', 'right', 'previous', 'address', 'good', 'wasnt', 'able', 'communicate', 'depending', 'itjust', 'uninstalled']"
681,neutral,Power management issues,Power management issues,"['power', 'management', 'issues']","['power', 'management', 'issues']","['power', 'manag', 'issu']","['power', 'management', 'issue']"
682,positive,Fantastic app,Fantastic app,"['fantastic', 'app']","['fantastic', 'app']","['fantast', 'app']","['fantastic', 'app']"
683,positive,"Clear, concise and a must have.",Clear concise and a must have,"['clear', 'concise', 'and', 'a', 'must', 'have']","['clear', 'concise', 'must']","['clear', 'concis', 'must']","['clear', 'concise', 'must']"
