,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
3112,positive,"Love this app. It's such a comfort to have. Be prepared people! Can you guys put a BABY BIRTHING 
choice on this app?","Love this app Its such a comfort to have Be prepared people Can you guys put a BABY BIRTHING 
choice on this app","['love', 'this', 'app', 'its', 'such', 'a', 'comfort', 'to', 'have', 'be', 'prepared', 'people', 'can', 'you', 'guys', 'put', 'a', 'baby', 'birthing', 'choice', 'on', 'this', 'app']","['love', 'app', 'comfort', 'prepared', 'people', 'guys', 'put', 'baby', 'birthing', 'choice', 'app']","['love', 'app', 'comfort', 'prepar', 'peopl', 'guy', 'put', 'babi', 'birth', 'choic', 'app']","['love', 'app', 'comfort', 'prepared', 'people', 'guy', 'put', 'baby', 'birthing', 'choice', 'app']"
3113,negative,"Love the app,but 1 problem was having trouble emailing test",Love the appbut 1 problem was having trouble emailing test,"['love', 'the', 'appbut', '1', 'problem', 'was', 'having', 'trouble', 'emailing', 'test']","['love', 'appbut', '1', 'problem', 'trouble', 'emailing', 'test']","['love', 'appbut', '1', 'problem', 'troubl', 'email', 'test']","['love', 'appbut', '1', 'problem', 'trouble', 'emailing', 'test']"
3114,positive,This app is great. Even sum1 with no medical knowledge can use this app to find out what do until 911 arrives. I LOVE RED CROSS!,This app is great Even sum1 with no medical knowledge can use this app to find out what do until 911 arrives I LOVE RED CROSS,"['this', 'app', 'is', 'great', 'even', 'sum1', 'with', 'no', 'medical', 'knowledge', 'can', 'use', 'this', 'app', 'to', 'find', 'out', 'what', 'do', 'until', '911', 'arrives', 'i', 'love', 'red', 'cross']","['app', 'great', 'even', 'sum1', 'medical', 'knowledge', 'use', 'app', 'find', '911', 'arrives', 'love', 'red', 'cross']","['app', 'great', 'even', 'sum1', 'medic', 'knowledg', 'use', 'app', 'find', '911', 'arriv', 'love', 'red', 'cross']","['app', 'great', 'even', 'sum1', 'medical', 'knowledge', 'use', 'app', 'find', '911', 'arrives', 'love', 'red', 'cross']"
3115,positive,Great info to have on hand. Missing correct answers for Flooding Test.,Great info to have on hand Missing correct answers for Flooding Test,"['great', 'info', 'to', 'have', 'on', 'hand', 'missing', 'correct', 'answers', 'for', 'flooding', 'test']","['great', 'info', 'hand', 'missing', 'correct', 'answers', 'flooding', 'test']","['great', 'info', 'hand', 'miss', 'correct', 'answer', 'flood', 'test']","['great', 'info', 'hand', 'missing', 'correct', 'answer', 'flooding', 'test']"
3116,positive,This app has amazing advise! And this will help you in life-threatening situation. This app saves lives!,This app has amazing advise And this will help you in lifethreatening situation This app saves lives,"['this', 'app', 'has', 'amazing', 'advise', 'and', 'this', 'will', 'help', 'you', 'in', 'lifethreatening', 'situation', 'this', 'app', 'saves', 'lives']","['app', 'amazing', 'advise', 'help', 'lifethreatening', 'situation', 'app', 'saves', 'lives']","['app', 'amaz', 'advis', 'help', 'lifethreaten', 'situat', 'app', 'save', 'live']","['app', 'amazing', 'advise', 'help', 'lifethreatening', 'situation', 'app', 'save', 'life']"
3117,positive,Great App - Everyone should have it! Thank You American Red Cross for all you do!,Great App  Everyone should have it Thank You American Red Cross for all you do,"['great', 'app', 'everyone', 'should', 'have', 'it', 'thank', 'you', 'american', 'red', 'cross', 'for', 'all', 'you', 'do']","['great', 'app', 'everyone', 'thank', 'american', 'red', 'cross']","['great', 'app', 'everyon', 'thank', 'american', 'red', 'cross']","['great', 'app', 'everyone', 'thank', 'american', 'red', 'cross']"
3118,positive,"Very good app, I would recommend this for any coach to keep handy.",Very good app I would recommend this for any coach to keep handy,"['very', 'good', 'app', 'i', 'would', 'recommend', 'this', 'for', 'any', 'coach', 'to', 'keep', 'handy']","['good', 'app', 'would', 'recommend', 'coach', 'keep', 'handy']","['good', 'app', 'would', 'recommend', 'coach', 'keep', 'handi']","['good', 'app', 'would', 'recommend', 'coach', 'keep', 'handy']"
3119,positive,"This is an awesome app. So many tools,",This is an awesome app So many tools,"['this', 'is', 'an', 'awesome', 'app', 'so', 'many', 'tools']","['awesome', 'app', 'many', 'tools']","['awesom', 'app', 'mani', 'tool']","['awesome', 'app', 'many', 'tool']"
3120,positive,"When you go into the app it goes back to the home screen and crashes! Otherwise, its ok",When you go into the app it goes back to the home screen and crashes Otherwise its ok,"['when', 'you', 'go', 'into', 'the', 'app', 'it', 'goes', 'back', 'to', 'the', 'home', 'screen', 'and', 'crashes', 'otherwise', 'its', 'ok']","['go', 'app', 'goes', 'back', 'home', 'screen', 'crashes', 'otherwise', 'ok']","['go', 'app', 'goe', 'back', 'home', 'screen', 'crash', 'otherwis', 'ok']","['go', 'app', 'go', 'back', 'home', 'screen', 'crash', 'otherwise', 'ok']"
3121,positive,I have recommended this app to all my students and trainees! A PHENOMENAL supplement to the AEC training courses.,I have recommended this app to all my students and trainees A PHENOMENAL supplement to the AEC training courses,"['i', 'have', 'recommended', 'this', 'app', 'to', 'all', 'my', 'students', 'and', 'trainees', 'a', 'phenomenal', 'supplement', 'to', 'the', 'aec', 'training', 'courses']","['recommended', 'app', 'students', 'trainees', 'phenomenal', 'supplement', 'aec', 'training', 'courses']","['recommend', 'app', 'student', 'traine', 'phenomen', 'supplement', 'aec', 'train', 'cours']","['recommended', 'app', 'student', 'trainee', 'phenomenal', 'supplement', 'aec', 'training', 'course']"
3122,positive,I have found this app very helpful,I have found this app very helpful,"['i', 'have', 'found', 'this', 'app', 'very', 'helpful']","['found', 'app', 'helpful']","['found', 'app', 'help']","['found', 'app', 'helpful']"
3123,positive,Please update it cuz it crashes too much,Please update it cuz it crashes too much,"['please', 'update', 'it', 'cuz', 'it', 'crashes', 'too', 'much']","['please', 'update', 'cuz', 'crashes', 'much']","['pleas', 'updat', 'cuz', 'crash', 'much']","['please', 'update', 'cuz', 'crash', 'much']"
3124,positive,"It was so helpful
Everyone should get this app","It was so helpful
Everyone should get this app","['it', 'was', 'so', 'helpful', 'everyone', 'should', 'get', 'this', 'app']","['helpful', 'everyone', 'get', 'app']","['help', 'everyon', 'get', 'app']","['helpful', 'everyone', 'get', 'app']"
3125,positive,This app is very well put together and easy to use..,This app is very well put together and easy to use,"['this', 'app', 'is', 'very', 'well', 'put', 'together', 'and', 'easy', 'to', 'use']","['app', 'well', 'put', 'together', 'easy', 'use']","['app', 'well', 'put', 'togeth', 'easi', 'use']","['app', 'well', 'put', 'together', 'easy', 'use']"
3126,positive,This is a vet good app that can save a life any time now,This is a vet good app that can save a life any time now,"['this', 'is', 'a', 'vet', 'good', 'app', 'that', 'can', 'save', 'a', 'life', 'any', 'time', 'now']","['vet', 'good', 'app', 'save', 'life', 'time']","['vet', 'good', 'app', 'save', 'life', 'time']","['vet', 'good', 'app', 'save', 'life', 'time']"
3127,positive,"Preventative, informative even instructional! Great comprehensive app for anyone and everyone who is safety conscious! Spread the word!",Preventative informative even instructional Great comprehensive app for anyone and everyone who is safety conscious Spread the word,"['preventative', 'informative', 'even', 'instructional', 'great', 'comprehensive', 'app', 'for', 'anyone', 'and', 'everyone', 'who', 'is', 'safety', 'conscious', 'spread', 'the', 'word']","['preventative', 'informative', 'even', 'instructional', 'great', 'comprehensive', 'app', 'anyone', 'everyone', 'safety', 'conscious', 'spread', 'word']","['prevent', 'inform', 'even', 'instruct', 'great', 'comprehens', 'app', 'anyon', 'everyon', 'safeti', 'consciou', 'spread', 'word']","['preventative', 'informative', 'even', 'instructional', 'great', 'comprehensive', 'app', 'anyone', 'everyone', 'safety', 'conscious', 'spread', 'word']"
3128,positive,Useful information at your finger tips,Useful information at your finger tips,"['useful', 'information', 'at', 'your', 'finger', 'tips']","['useful', 'information', 'finger', 'tips']","['use', 'inform', 'finger', 'tip']","['useful', 'information', 'finger', 'tip']"
3129,positive,Great tool to have on hand. Plus I really like the quizzes.,Great tool to have on hand Plus I really like the quizzes,"['great', 'tool', 'to', 'have', 'on', 'hand', 'plus', 'i', 'really', 'like', 'the', 'quizzes']","['great', 'tool', 'hand', 'plus', 'really', 'like', 'quizzes']","['great', 'tool', 'hand', 'plu', 'realli', 'like', 'quizz']","['great', 'tool', 'hand', 'plus', 'really', 'like', 'quiz']"
3130,positive,A great app and informative. Covers most of the basics,A great app and informative Covers most of the basics,"['a', 'great', 'app', 'and', 'informative', 'covers', 'most', 'of', 'the', 'basics']","['great', 'app', 'informative', 'covers', 'basics']","['great', 'app', 'inform', 'cover', 'basic']","['great', 'app', 'informative', 'cover', 'basic']"
3131,neutral,"Anyone that carries a smartphone should have this App, and all of the Red Cross Apps loaded. Very informative.",Anyone that carries a smartphone should have this App and all of the Red Cross Apps loaded Very informative,"['anyone', 'that', 'carries', 'a', 'smartphone', 'should', 'have', 'this', 'app', 'and', 'all', 'of', 'the', 'red', 'cross', 'apps', 'loaded', 'very', 'informative']","['anyone', 'carries', 'smartphone', 'app', 'red', 'cross', 'apps', 'loaded', 'informative']","['anyon', 'carri', 'smartphon', 'app', 'red', 'cross', 'app', 'load', 'inform']","['anyone', 'carry', 'smartphone', 'app', 'red', 'cross', 'apps', 'loaded', 'informative']"
3132,positive,Amazing app! Recommend everyone to have this app,Amazing app Recommend everyone to have this app,"['amazing', 'app', 'recommend', 'everyone', 'to', 'have', 'this', 'app']","['amazing', 'app', 'recommend', 'everyone', 'app']","['amaz', 'app', 'recommend', 'everyon', 'app']","['amazing', 'app', 'recommend', 'everyone', 'app']"
3133,negative,"Why do you not include snake bites?
I asked you about this a couple of
Years ago. Haven't heard why you
refuse to include it.","Why do you not include snake bites
I asked you about this a couple of
Years ago Havent heard why you
refuse to include it","['why', 'do', 'you', 'not', 'include', 'snake', 'bites', 'i', 'asked', 'you', 'about', 'this', 'a', 'couple', 'of', 'years', 'ago', 'havent', 'heard', 'why', 'you', 'refuse', 'to', 'include', 'it']","['include', 'snake', 'bites', 'asked', 'couple', 'years', 'ago', 'havent', 'heard', 'refuse', 'include']","['includ', 'snake', 'bite', 'ask', 'coupl', 'year', 'ago', 'havent', 'heard', 'refus', 'includ']","['include', 'snake', 'bite', 'asked', 'couple', 'year', 'ago', 'havent', 'heard', 'refuse', 'include']"
3134,negative,Needs more pictures/diagrams on procedures. No CPR why?,Needs more picturesdiagrams on procedures No CPR why,"['needs', 'more', 'picturesdiagrams', 'on', 'procedures', 'no', 'cpr', 'why']","['needs', 'picturesdiagrams', 'procedures', 'cpr']","['need', 'picturesdiagram', 'procedur', 'cpr']","['need', 'picturesdiagrams', 'procedure', 'cpr']"
3135,positive,"Love this app love the Red Crossâ¤ðŸ‘
Everything I need at the palm of my hands..","Love this app love the Red Crossâ¤ðŸ‘
Everything I need at the palm of my hands","['love', 'this', 'app', 'love', 'the', 'red', 'crossâ', 'ðÿ', 'everything', 'i', 'need', 'at', 'the', 'palm', 'of', 'my', 'hands']","['love', 'app', 'love', 'red', 'crossâ', 'ðÿ', 'everything', 'need', 'palm', 'hands']","['love', 'app', 'love', 'red', 'crossâ', 'ðÿ', 'everyth', 'need', 'palm', 'hand']","['love', 'app', 'love', 'red', 'crossâ', 'ðÿ', 'everything', 'need', 'palm', 'hand']"
3136,positive,"Good, helpful app. Has many instructions in medical situations.",Good helpful app Has many instructions in medical situations,"['good', 'helpful', 'app', 'has', 'many', 'instructions', 'in', 'medical', 'situations']","['good', 'helpful', 'app', 'many', 'instructions', 'medical', 'situations']","['good', 'help', 'app', 'mani', 'instruct', 'medic', 'situat']","['good', 'helpful', 'app', 'many', 'instruction', 'medical', 'situation']"
3137,positive,Very useful tool for the layman. Simple and easy to understand. Learn it before you need it.,Very useful tool for the layman Simple and easy to understand Learn it before you need it,"['very', 'useful', 'tool', 'for', 'the', 'layman', 'simple', 'and', 'easy', 'to', 'understand', 'learn', 'it', 'before', 'you', 'need', 'it']","['useful', 'tool', 'layman', 'simple', 'easy', 'understand', 'learn', 'need']","['use', 'tool', 'layman', 'simpl', 'easi', 'understand', 'learn', 'need']","['useful', 'tool', 'layman', 'simple', 'easy', 'understand', 'learn', 'need']"
3138,positive,It's great and come in handy when needed. And serve for educational purpose.,Its great and come in handy when needed And serve for educational purpose,"['its', 'great', 'and', 'come', 'in', 'handy', 'when', 'needed', 'and', 'serve', 'for', 'educational', 'purpose']","['great', 'come', 'handy', 'needed', 'serve', 'educational', 'purpose']","['great', 'come', 'handi', 'need', 'serv', 'educ', 'purpos']","['great', 'come', 'handy', 'needed', 'serve', 'educational', 'purpose']"
3139,neutral,"I live in Puerto Rico, so its really usefull when im disconected from the world to know what happening.",I live in Puerto Rico so its really usefull when im disconected from the world to know what happening,"['i', 'live', 'in', 'puerto', 'rico', 'so', 'its', 'really', 'usefull', 'when', 'im', 'disconected', 'from', 'the', 'world', 'to', 'know', 'what', 'happening']","['live', 'puerto', 'rico', 'really', 'usefull', 'im', 'disconected', 'world', 'know', 'happening']","['live', 'puerto', 'rico', 'realli', 'useful', 'im', 'disconect', 'world', 'know', 'happen']","['live', 'puerto', 'rico', 'really', 'usefull', 'im', 'disconected', 'world', 'know', 'happening']"
3140,positive,Best thing ever I got all my tests right,Best thing ever I got all my tests right,"['best', 'thing', 'ever', 'i', 'got', 'all', 'my', 'tests', 'right']","['best', 'thing', 'ever', 'got', 'tests', 'right']","['best', 'thing', 'ever', 'got', 'test', 'right']","['best', 'thing', 'ever', 'got', 'test', 'right']"
3141,positive,This ARC app is great and will get even better as new content is added.,This ARC app is great and will get even better as new content is added,"['this', 'arc', 'app', 'is', 'great', 'and', 'will', 'get', 'even', 'better', 'as', 'new', 'content', 'is', 'added']","['arc', 'app', 'great', 'get', 'even', 'better', 'new', 'content', 'added']","['arc', 'app', 'great', 'get', 'even', 'better', 'new', 'content', 'ad']","['arc', 'app', 'great', 'get', 'even', 'better', 'new', 'content', 'added']"
3142,positive,Great to have for continuing skill improvement.,Great to have for continuing skill improvement,"['great', 'to', 'have', 'for', 'continuing', 'skill', 'improvement']","['great', 'continuing', 'skill', 'improvement']","['great', 'continu', 'skill', 'improv']","['great', 'continuing', 'skill', 'improvement']"
3143,neutral,As I said...,As I said,"['as', 'i', 'said']",['said'],['said'],['said']
3144,positive,Nicely done. Great to have as a reference in case of emergency. Thanks for making this free!,Nicely done Great to have as a reference in case of emergency Thanks for making this free,"['nicely', 'done', 'great', 'to', 'have', 'as', 'a', 'reference', 'in', 'case', 'of', 'emergency', 'thanks', 'for', 'making', 'this', 'free']","['nicely', 'done', 'great', 'reference', 'case', 'emergency', 'thanks', 'making', 'free']","['nice', 'done', 'great', 'refer', 'case', 'emerg', 'thank', 'make', 'free']","['nicely', 'done', 'great', 'reference', 'case', 'emergency', 'thanks', 'making', 'free']"
3145,positive,I'm a lifeguard and this app is perfect to help keep up on my knowledge!,Im a lifeguard and this app is perfect to help keep up on my knowledge,"['im', 'a', 'lifeguard', 'and', 'this', 'app', 'is', 'perfect', 'to', 'help', 'keep', 'up', 'on', 'my', 'knowledge']","['im', 'lifeguard', 'app', 'perfect', 'help', 'keep', 'knowledge']","['im', 'lifeguard', 'app', 'perfect', 'help', 'keep', 'knowledg']","['im', 'lifeguard', 'app', 'perfect', 'help', 'keep', 'knowledge']"
3146,positive,This is the best app I have seen. If you are in an emergency situation or just need to learn about emergency solutions.,This is the best app I have seen If you are in an emergency situation or just need to learn about emergency solutions,"['this', 'is', 'the', 'best', 'app', 'i', 'have', 'seen', 'if', 'you', 'are', 'in', 'an', 'emergency', 'situation', 'or', 'just', 'need', 'to', 'learn', 'about', 'emergency', 'solutions']","['best', 'app', 'seen', 'emergency', 'situation', 'need', 'learn', 'emergency', 'solutions']","['best', 'app', 'seen', 'emerg', 'situat', 'need', 'learn', 'emerg', 'solut']","['best', 'app', 'seen', 'emergency', 'situation', 'need', 'learn', 'emergency', 'solution']"
3147,positive,Really useful. Even more since I'm in scouts.,Really useful Even more since Im in scouts,"['really', 'useful', 'even', 'more', 'since', 'im', 'in', 'scouts']","['really', 'useful', 'even', 'since', 'im', 'scouts']","['realli', 'use', 'even', 'sinc', 'im', 'scout']","['really', 'useful', 'even', 'since', 'im', 'scout']"
3148,neutral,Just recently certified and this info was exact with info taught!,Just recently certified and this info was exact with info taught,"['just', 'recently', 'certified', 'and', 'this', 'info', 'was', 'exact', 'with', 'info', 'taught']","['recently', 'certified', 'info', 'exact', 'info', 'taught']","['recent', 'certifi', 'info', 'exact', 'info', 'taught']","['recently', 'certified', 'info', 'exact', 'info', 'taught']"
3149,positive,Easy to use and understand!,Easy to use and understand,"['easy', 'to', 'use', 'and', 'understand']","['easy', 'use', 'understand']","['easi', 'use', 'understand']","['easy', 'use', 'understand']"
3150,positive,Excellent app very informative and user friendly,Excellent app very informative and user friendly,"['excellent', 'app', 'very', 'informative', 'and', 'user', 'friendly']","['excellent', 'app', 'informative', 'user', 'friendly']","['excel', 'app', 'inform', 'user', 'friendli']","['excellent', 'app', 'informative', 'user', 'friendly']"
3151,positive,Great app with life saving tips and it's free!! Must have for every IPhone!,Great app with life saving tips and its free Must have for every IPhone,"['great', 'app', 'with', 'life', 'saving', 'tips', 'and', 'its', 'free', 'must', 'have', 'for', 'every', 'iphone']","['great', 'app', 'life', 'saving', 'tips', 'free', 'must', 'every', 'iphone']","['great', 'app', 'life', 'save', 'tip', 'free', 'must', 'everi', 'iphon']","['great', 'app', 'life', 'saving', 'tip', 'free', 'must', 'every', 'iphone']"
3152,positive,Was great to see the American Red Cross come out with a great preparedness tool. Free to everyone!,Was great to see the American Red Cross come out with a great preparedness tool Free to everyone,"['was', 'great', 'to', 'see', 'the', 'american', 'red', 'cross', 'come', 'out', 'with', 'a', 'great', 'preparedness', 'tool', 'free', 'to', 'everyone']","['great', 'see', 'american', 'red', 'cross', 'come', 'great', 'preparedness', 'tool', 'free', 'everyone']","['great', 'see', 'american', 'red', 'cross', 'come', 'great', 'prepared', 'tool', 'free', 'everyon']","['great', 'see', 'american', 'red', 'cross', 'come', 'great', 'preparedness', 'tool', 'free', 'everyone']"
3153,positive,"This app is great because my mom has been working at this place and has been getting a lot of burns lately, and they sometimes turn into scars, 
But I told her how to treat it and her skin has been clearing up.","This app is great because my mom has been working at this place and has been getting a lot of burns lately and they sometimes turn into scars 
But I told her how to treat it and her skin has been clearing up","['this', 'app', 'is', 'great', 'because', 'my', 'mom', 'has', 'been', 'working', 'at', 'this', 'place', 'and', 'has', 'been', 'getting', 'a', 'lot', 'of', 'burns', 'lately', 'and', 'they', 'sometimes', 'turn', 'into', 'scars', 'but', 'i', 'told', 'her', 'how', 'to', 'treat', 'it', 'and', 'her', 'skin', 'has', 'been', 'clearing', 'up']","['app', 'great', 'mom', 'working', 'place', 'getting', 'lot', 'burns', 'lately', 'sometimes', 'turn', 'scars', 'told', 'treat', 'skin', 'clearing']","['app', 'great', 'mom', 'work', 'place', 'get', 'lot', 'burn', 'late', 'sometim', 'turn', 'scar', 'told', 'treat', 'skin', 'clear']","['app', 'great', 'mom', 'working', 'place', 'getting', 'lot', 'burn', 'lately', 'sometimes', 'turn', 'scar', 'told', 'treat', 'skin', 'clearing']"
3154,positive,This a very useful app absolutely love it everyone should have it.,This a very useful app absolutely love it everyone should have it,"['this', 'a', 'very', 'useful', 'app', 'absolutely', 'love', 'it', 'everyone', 'should', 'have', 'it']","['useful', 'app', 'absolutely', 'love', 'everyone']","['use', 'app', 'absolut', 'love', 'everyon']","['useful', 'app', 'absolutely', 'love', 'everyone']"
3155,positive,Great job ARC! Easy to use and well organized. Perfect for a lay responder.,Great job ARC Easy to use and well organized Perfect for a lay responder,"['great', 'job', 'arc', 'easy', 'to', 'use', 'and', 'well', 'organized', 'perfect', 'for', 'a', 'lay', 'responder']","['great', 'job', 'arc', 'easy', 'use', 'well', 'organized', 'perfect', 'lay', 'responder']","['great', 'job', 'arc', 'easi', 'use', 'well', 'organ', 'perfect', 'lay', 'respond']","['great', 'job', 'arc', 'easy', 'use', 'well', 'organized', 'perfect', 'lay', 'responder']"
3156,positive,"Great to refresh skills, and a nice resource to have at hand for emergencies and disaster preparation.",Great to refresh skills and a nice resource to have at hand for emergencies and disaster preparation,"['great', 'to', 'refresh', 'skills', 'and', 'a', 'nice', 'resource', 'to', 'have', 'at', 'hand', 'for', 'emergencies', 'and', 'disaster', 'preparation']","['great', 'refresh', 'skills', 'nice', 'resource', 'hand', 'emergencies', 'disaster', 'preparation']","['great', 'refresh', 'skill', 'nice', 'resourc', 'hand', 'emerg', 'disast', 'prepar']","['great', 'refresh', 'skill', 'nice', 'resource', 'hand', 'emergency', 'disaster', 'preparation']"
3157,positive,Works perfectly as a back up. Love it!,Works perfectly as a back up Love it,"['works', 'perfectly', 'as', 'a', 'back', 'up', 'love', 'it']","['works', 'perfectly', 'back', 'love']","['work', 'perfectli', 'back', 'love']","['work', 'perfectly', 'back', 'love']"
3158,positive,"Recommended to everyone, no matter age or walk of life",Recommended to everyone no matter age or walk of life,"['recommended', 'to', 'everyone', 'no', 'matter', 'age', 'or', 'walk', 'of', 'life']","['recommended', 'everyone', 'matter', 'age', 'walk', 'life']","['recommend', 'everyon', 'matter', 'age', 'walk', 'life']","['recommended', 'everyone', 'matter', 'age', 'walk', 'life']"
3159,positive,Great for preparation and emergency situations!! A must have all for everyone,Great for preparation and emergency situations A must have all for everyone,"['great', 'for', 'preparation', 'and', 'emergency', 'situations', 'a', 'must', 'have', 'all', 'for', 'everyone']","['great', 'preparation', 'emergency', 'situations', 'must', 'everyone']","['great', 'prepar', 'emerg', 'situat', 'must', 'everyon']","['great', 'preparation', 'emergency', 'situation', 'must', 'everyone']"
3160,neutral,At the end of the quiz it shows that my answers I gave were incorrect but the correct answers given were the same ones I had chose. iPod 5th generation,At the end of the quiz it shows that my answers I gave were incorrect but the correct answers given were the same ones I had chose iPod 5th generation,"['at', 'the', 'end', 'of', 'the', 'quiz', 'it', 'shows', 'that', 'my', 'answers', 'i', 'gave', 'were', 'incorrect', 'but', 'the', 'correct', 'answers', 'given', 'were', 'the', 'same', 'ones', 'i', 'had', 'chose', 'ipod', '5th', 'generation']","['end', 'quiz', 'shows', 'answers', 'gave', 'incorrect', 'correct', 'answers', 'given', 'ones', 'chose', 'ipod', '5th', 'generation']","['end', 'quiz', 'show', 'answer', 'gave', 'incorrect', 'correct', 'answer', 'given', 'one', 'chose', 'ipod', '5th', 'gener']","['end', 'quiz', 'show', 'answer', 'gave', 'incorrect', 'correct', 'answer', 'given', 'one', 'chose', 'ipod', '5th', 'generation']"
3161,positive,"I like the interactive aspect, works well.",I like the interactive aspect works well,"['i', 'like', 'the', 'interactive', 'aspect', 'works', 'well']","['like', 'interactive', 'aspect', 'works', 'well']","['like', 'interact', 'aspect', 'work', 'well']","['like', 'interactive', 'aspect', 'work', 'well']"
3162,neutral,I have learned so much already!!!!,I have learned so much already,"['i', 'have', 'learned', 'so', 'much', 'already']","['learned', 'much', 'already']","['learn', 'much', 'alreadi']","['learned', 'much', 'already']"
3163,positive,"Great app and easy to use, but the pain of a heart attack would be ""vise-like"" not ""vice-like.""",Great app and easy to use but the pain of a heart attack would be viselike not vicelike,"['great', 'app', 'and', 'easy', 'to', 'use', 'but', 'the', 'pain', 'of', 'a', 'heart', 'attack', 'would', 'be', 'viselike', 'not', 'vicelike']","['great', 'app', 'easy', 'use', 'pain', 'heart', 'attack', 'would', 'viselike', 'vicelike']","['great', 'app', 'easi', 'use', 'pain', 'heart', 'attack', 'would', 'viselik', 'vicelik']","['great', 'app', 'easy', 'use', 'pain', 'heart', 'attack', 'would', 'viselike', 'vicelike']"
3164,negative,"I'm so agreed with previous review , that make me so mad . Like really what the hell should I do if I don't have phone ? All they say "" call 911 "" . Stupid. I'm actually need to pass my CPR test don't think this app will get me anywhere ....",Im so agreed with previous review  that make me so mad  Like really what the hell should I do if I dont have phone  All they say  call 911   Stupid Im actually need to pass my CPR test dont think this app will get me anywhere ,"['im', 'so', 'agreed', 'with', 'previous', 'review', 'that', 'make', 'me', 'so', 'mad', 'like', 'really', 'what', 'the', 'hell', 'should', 'i', 'do', 'if', 'i', 'dont', 'have', 'phone', 'all', 'they', 'say', 'call', '911', 'stupid', 'im', 'actually', 'need', 'to', 'pass', 'my', 'cpr', 'test', 'dont', 'think', 'this', 'app', 'will', 'get', 'me', 'anywhere', '']","['im', 'agreed', 'previous', 'review', 'make', 'mad', 'like', 'really', 'hell', 'dont', 'phone', 'say', 'call', '911', 'stupid', 'im', 'actually', 'need', 'pass', 'cpr', 'test', 'dont', 'think', 'app', 'get', 'anywhere', '']","['im', 'agre', 'previou', 'review', 'make', 'mad', 'like', 'realli', 'hell', 'dont', 'phone', 'say', 'call', '911', 'stupid', 'im', 'actual', 'need', 'pass', 'cpr', 'test', 'dont', 'think', 'app', 'get', 'anywher', '']","['im', 'agreed', 'previous', 'review', 'make', 'mad', 'like', 'really', 'hell', 'dont', 'phone', 'say', 'call', '911', 'stupid', 'im', 'actually', 'need', 'pas', 'cpr', 'test', 'dont', 'think', 'app', 'get', 'anywhere', '']"
3165,positive,Great information. Easily accessible. Good for everyday emergencies. Great for training.,Great information Easily accessible Good for everyday emergencies Great for training,"['great', 'information', 'easily', 'accessible', 'good', 'for', 'everyday', 'emergencies', 'great', 'for', 'training']","['great', 'information', 'easily', 'accessible', 'good', 'everyday', 'emergencies', 'great', 'training']","['great', 'inform', 'easili', 'access', 'good', 'everyday', 'emerg', 'great', 'train']","['great', 'information', 'easily', 'accessible', 'good', 'everyday', 'emergency', 'great', 'training']"
3166,positive,Neat app with the necessary information.,Neat app with the necessary information,"['neat', 'app', 'with', 'the', 'necessary', 'information']","['neat', 'app', 'necessary', 'information']","['neat', 'app', 'necessari', 'inform']","['neat', 'app', 'necessary', 'information']"
3167,positive,Very informational. Gives you tests that can help you be prepared!,Very informational Gives you tests that can help you be prepared,"['very', 'informational', 'gives', 'you', 'tests', 'that', 'can', 'help', 'you', 'be', 'prepared']","['informational', 'gives', 'tests', 'help', 'prepared']","['inform', 'give', 'test', 'help', 'prepar']","['informational', 'give', 'test', 'help', 'prepared']"
3168,negative,"Grammatical errors/misspelled words throughout, content is presented in a rather unusual manner, substantial variance in the depth of information provided for each emergency event.",Grammatical errorsmisspelled words throughout content is presented in a rather unusual manner substantial variance in the depth of information provided for each emergency event,"['grammatical', 'errorsmisspelled', 'words', 'throughout', 'content', 'is', 'presented', 'in', 'a', 'rather', 'unusual', 'manner', 'substantial', 'variance', 'in', 'the', 'depth', 'of', 'information', 'provided', 'for', 'each', 'emergency', 'event']","['grammatical', 'errorsmisspelled', 'words', 'throughout', 'content', 'presented', 'rather', 'unusual', 'manner', 'substantial', 'variance', 'depth', 'information', 'provided', 'emergency', 'event']","['grammat', 'errorsmisspel', 'word', 'throughout', 'content', 'present', 'rather', 'unusu', 'manner', 'substanti', 'varianc', 'depth', 'inform', 'provid', 'emerg', 'event']","['grammatical', 'errorsmisspelled', 'word', 'throughout', 'content', 'presented', 'rather', 'unusual', 'manner', 'substantial', 'variance', 'depth', 'information', 'provided', 'emergency', 'event']"
3169,positive,Very helpful every one should have it,Very helpful every one should have it,"['very', 'helpful', 'every', 'one', 'should', 'have', 'it']","['helpful', 'every', 'one']","['help', 'everi', 'one']","['helpful', 'every', 'one']"
3170,positive,"Amazing app I use it for stuff like boy scouts, useful information, love it",Amazing app I use it for stuff like boy scouts useful information love it,"['amazing', 'app', 'i', 'use', 'it', 'for', 'stuff', 'like', 'boy', 'scouts', 'useful', 'information', 'love', 'it']","['amazing', 'app', 'use', 'stuff', 'like', 'boy', 'scouts', 'useful', 'information', 'love']","['amaz', 'app', 'use', 'stuff', 'like', 'boy', 'scout', 'use', 'inform', 'love']","['amazing', 'app', 'use', 'stuff', 'like', 'boy', 'scout', 'useful', 'information', 'love']"
