neutral,"Lucky this app is free. Idea was good app is bad. If the closest that the GPS on this app can get is within 850 metres of your location you are wasting time downloading it. To have full functionality this app must be able to ""turn on the GPS or remind the user to turn it on otherwise the location function is useless""."
positive,Has been needed for a while but hope we never have to use it
negative,A fantastic aid for or people who get lost in remote locations or for dementia patients who find themselves disoriented.
positive,We ride motor bikes and often not on a main Rd. A great comfort to have this app
neutral,Emergancy plus
positive,Great idea for people living on their own.
positive,Should be compulsory for all smart phones.
positive,"Excellent application, should be standard on all Australian sold mobile phones."
positive,Awesome idea. Thanks to our emergency service personal
neutral,Relevant my age
positive,Great app
positive,When you are trying to provide first aid it can be stressful enough without having to remember exactly where you are. This takes the guesswork out of it. Have used it in two real-life situations and it was great.
positive,Also wanted one where could add personal details such as next of kin book the social security number reward if find phone etc
neutral,But location is about 2kms out.
positive,"App looks great, however it shows my location in the correct spot on the map, but displays an address in the next street over. If I was not familiar with my current location, this could be the difference between getting help quickley, or having services turn up to the wrong place."
neutral,Needs an update to turn of GPS after exit its a real battery drain
neutral,Everyone should install this app in their phones especially in our childrens phones.
positive,"Fantastic idea ,but the app rips through the battery power. If this can be fixed then 5 stars."
positive,Hope this will help me!
neutral,But im in Victoria not N.s.w maybe each state should have there own
negative,Any reason why the phone number for the Poisons Information Centre isn't included in National Numbers? How does one give feedback or make suggestions for this product other than this review? Map showing nearest medical facility to ur location might be helpful for non locals.
positive,Saved my freinds dad's life
negative,"Seriously fix the battery, I have to manually crash the app to stop the life being sucked out of phone"
positive,The best app so far for any emergency. thumbs up!
negative,Emergency
positive,I've able all gps on my samsung G3 4G and samsung s5 and its found my location correctly. Well done. Keep up the great work
negative,Gives your location to emergency services in case you have an accident etc.
positive,You never know when you may need it for yourself or to help someone else. I recommend this app.
positive,I hope I never need it but am thankful I have it
neutral,"The first page shows your location, according to this app I was somewhere in a completely different street. Uninstalled."
positive,seems like a gr8 app and as a qas first responder it would of been very useful here in our rural township and surrounds but alas after installing on 2 diff phones the app froze on both phones and kept constantly turning my Samsung on and off. wat a shame. blessings
positive,Easy to use and accurate
positive,"Works flawlessly, really impressive. Glad it's free"
negative,"Will uninstall if they are True Blue, increasing their kill scores!"
negative,Poisons information number could be worthwhile
positive,Everyone should have this app on their device. It will save lives
negative,Good but address was about a kilometer out when I had to use it plus drained my battery
neutral,Very handy
neutral,It tells me I'm 3 streets away from where I actually am... have tried turning it off then back on again and still the same
positive,Especially the coordinates automatically turned on. A copy/paste of the coordinates would be good so it can be texted
neutral,Works
negative,"This keeps the GPS running long after exiting, killing battery life... in an emergency, a flat battery might be critical. Fix that and it'll be perfect. Workaround (easy): close the app from the ""recent apps"" menu. Workaround (advanced): if you use Tasker, create an exit task to completely kill the app when it's closed. That stops the background process running."
positive,"It is good, but the GPS needs to be turned off after it has an accurate location fix. Murphys law says that you will need the app when the battery is low. If the GPS stays on, then it won't be long before the phone dies. And that could mean more than just the phone!! . It also needs the ability to turn the GPS on like the 'find my phone' apps. . It needs a large widget so it can be placed on a home screen, and be readily accessible if It's needed. . bugger, ran out of characters...."
positive,It would be ideal if the GPS got your exact address right and not your previous address. Its no good if you wasn't able to communicate and you were depending on it.Just uninstalled it.
neutral,Power management issues
positive,Fantastic app
positive,"Clear, concise and a must have."
positive,"The apps layout, functionality and over all idea is great.. could be a very handy app.. GPS accuracy is off! I've tried multiple locations, time's of day, reinstalled the app.. pin points my location no closer then 3 blocks away even with every possible gps option selected on my phone.. google maps at least places a dot next door. Possibly fine tune that? But as said, great app otherwise. I understand I might be the only one with this issue."
negative,No review COmment
positive,Essential app that I hope I never get to use
negative,"Fantastic concept BUT everyone needs to carry either:- (1) a spare battery, or (2) a connectivity cable to charge the phone. The App drinks more gas from my battery than a Ferrari at full throttle. The battery drain makes the App useless as you can't turn it on/off at will and conserve power until it's needed. The IT developers really need to take a look at why is is so power draining. As for a RATING I rate the concept as 5* battery drain MINUS 5"
negative,"However, its true what others are saying, this drains my battery in about 3 hours since installing. Please stop it constantly using the gps. I have to kill the process to stop it."
negative,I will change the rating to 5 stars when the app closes the GPS on exit every time I exit it. On my HTC One it usually does not. I don't think it is a problem on iPhones but it needs fixing. Otherwise it is a brilliant app. In an emergency I would forget to check the GPS and end up with a flat battery when I need it most.
negative,No review COmment
positive,Good app
neutral,Why don't all smartphones sold in Australia come with this Pre-Loaded ???
positive,Worth while
positive,"Would be good to include a function where you could quickly send your coordinates to next of kin, trusted friend etc."
neutral,"First time opened, it showed pinpoint accuracy with the GPS function on my Samsung Galaxy s4"
negative,"Update. Tried to use the GPS location on the app to tell NRMA where I had broken down. GPS had me on the wrong road and had the NRMA turn up to the wrong location. Hate to think if it had been life or death. I have use the GPS on my phone with other apps and they were a lot more precise. Besides fixing the GPS issue, a suggested improvement would be to have the GPS give you the details of the Local Area Command you are in and give you a phone number to the relevant station."
positive,"Location correct to 10m on 3G & GPS, 10m on WiFi & GPS and 3m on GPS only. A handy app which I hope I never have to use, but will be nice to know it's there when I'm out bushwalking"
neutral,Tried installing twice. Didn't work.
negative,I've tried multiple installs/uninstalls but it crashes every time I try to open it. Obviously no one has bothered to fix the bugs that people have been reporting since it first came out.
positive,Great Idea to assist in the issues of emergency support
positive,"I saw the app and thought it was a great idea, so I downloaded it and tried opening it on my Galaxy Ace Plus. All I copped was that there was an error and that I had to close it. This happened the next few times that I tried to open it. I hope the developers actually read these because they need to fix this problem. An app like this isn't much use at all if I can't even open it!"
negative,Address house number not real accurate but good if you have no idea of where you are to start with and maybe have poisons info number as well
positive,"Free, easy to use and you never know when you may need it."
neutral,Wont even open in my android mototola.
positive,HTC Desire. App crashes every time I try to open.
positive,"Won't open, force closes on my HTC Desire."
neutral,Very usful app
positive,One app I hope I never have a need to use. Logged on in several parts of the city and every time it is pinpoint accurate with my location and address. Peace of mind.
positive,I had app for 4 hours in standby. It depleted the nexus 5 batt from 70% yet android system deemed it low batt use. But the batt use app states massive battery drain. Please fix.
positive,Thanks Marko
neutral,Just what travellers need
positive,Great application. Will recommend to friends and families.
positive,Great idea for an app. However its showing my location as 4-5km to the west of where I really am with gps enabled. Fyi when I went into my maps app it showed my correct location so it wasnt my phone playing up.
positive,"Would be great if Deaf people can use it, or a modified version be available for SMS texting mobile phone user's coordinates."
negative,Shows my location 3234m away. Thats ridiculous not even close. NOT GOOD ENOUGH
neutral,Everytime I go to open it the app crashes. So I can't use it at all
positive,Best with WiFi or GPS turned on but pretty accurate locations.
positive,This is an incredibly useful app. However GPS not always correct but if you turn WiFi on it picks up a signal it can better determine your location (obviously will only work in suburbia and near houses with wireless internet) this will app will hopefully provide easier response for emergency services and make telephonist's jobs slightly easier. Stay relevant stay on the line and always give contact details for DISPATCHERS to call if emergency services can't locate you or the emergency scene. It does happen.
positive,"I would like to say it works well but I hope never comes to that , but it is a great idea and easy to use well done."
positive,Wonderful and useful application keep up the good work
neutral,Much needed app that everyone should have. I wonder if it could be enhanced to send a SMS with the location at the time of the call?
positive,So many updates in 2 days uninstalled....just ring 000 and give em your number to triangulate
positive,"Good idea, but NSW based. I'll try it again, maybe, when it goes national."
positive,"The app crashes on start, I got it mostly to see how accurate the GPS was to my Garmin GPS handheld. But since it wont run on my Android phone, I guess I cant test it. Lost 4 stars for the crashing."
positive,"Excellent! Address shows my neighbour's, but I suppose that is good enough for the purpose of make an emergency call. Will be even better if it can be launched from locked screen without unlocking the phone, so anyone can pick up the phone and use the features."
positive,The map was slighlty off. But soon as the GPS came on the map was accurate. Highly recommended to anyine traveling.
positive,Best apps most most useful well done keep up the good work guy's
negative,Seriously...
negative,WTF?
positive,Gps is a little off but otherwise this app has the potential to save a lot of people.
positive,"A few streets off with the gps location, but the idea is great. Thanks vicpol for letting us know."
positive,"Seems Ok but can't set (correct) location from map, hopefully GPS cood automatically forwarded via data or SMS when actually making call."
neutral,"Read about his app in the weekend newspaper. Had trouble locating it. A search in Google Play does bring it up. Found the app via a search engine. Installed the app. It opens, but closes unexpectably. Have tried it several times; each time it crashes. Samsung Galaxy Ace Plus phone."
positive,A great idea for anyone really ..all phones should have this app as standard
positive,"This is a great idea and i really love it, but the gps isnt perfect on mine. The address it is located on, is atleast a 10 minute drive away from my address im at. If you can fix the gps on it, it would be perfect. Love the concept of it though! I will definitely keep it downloaded just incase."
neutral,This app just refuses to start. What do I do call 000
neutral,"Continues to access GPS after exiting the app, then crashes if the GPS is turned off."
positive,Great app but had to uninstall from my Nexus 5 as it was a massive battery drain...
neutral,"Not working on my Samsung Ace phone,hope to find out why? soon"
negative,"Unfortunately it doesnt work on a sumsung s2. Crashes everytime you open it.	Unfortunately it doesnt work on a sumsung s2. Crashes everytime you open it."
positive,Fantastic! Gives location and you can call the appropriate service directly from the app.
positive,"Instantly displays current street address. Very useful for Police Officers, to call in the address of an unexpected traffic stop in an unfamiliar neighborhood."
positive,"What a great idea, I hope I never need it, but to have the numbers and my location handy, it will be a lifesaver"
negative,"Very good idea, though I would suggest not giving street name and number until gps accuracy reaches a minimum level, to avoid emergency services going to the wrong address"
negative,Need ability to SMS the Lat Long details for times when you can only text information or when you have a weak signal
positive,Brilliant idea!!
positive,Please add feature that enables you to send your location/google map link to pre specified mobile number/s in case your phone is running low on baytery and can only get a text out
positive,"Great, about time this was bought out, great idea"
positive,Looks good. Nice clean interface. I've put it on my phone and my kids phones and I'd recommend others do likewise. Would be nice if there were a way to test it without an actual emergency happening but probably not really feasible. I'll assume the links to dial the numbers work ok.
negative,Though there are a few major flaws. There is no user prompt to turn on Location Services (GPS/WiFi) meaning you will end up with an accuracy of ~2km instead of <20m. You also have to force close the app in order to end it as it will keep GPS on if you don't.
positive,But works better if you have wifi as well as gps turned on. It had my location as being next door to where I was.
positive,"Hope that this is the ""bomb""! Thank you WA Police for letting me know about it."
positive,"Love this app and especially the addition of W3W. Would be awesome to have this as a widget to always show your location and also watch integration so you can have a complication on the Home Screen showing what three words locations for people hiking, exercising etc. easy way to get the information when youâ€™re already on the phone is to raise your wrist."
negative,"I recently loaded this app onto the shortcut screen of our family phones (mainly for the kids) with the expectation that I would never end up using it. 
This weekend, we had a fire in our garage where my husband was trapped and our garage door bolted closed, our home phone was out due to no power (thanks NBN) and I was trying to get my husband free. I called for the kids to evacuated and call emergency, with their shock they couldnâ€™t find their phone so I grabbed mine. Using this app took the frustration out of trying to find and open the phone app, get onto the call screen and dial emergency services. All I had to do was click the app, hit call then confirm -
It was extremely responsive and I managed this one handed while trying to move furniture and unbolt a door.
Fortunately all worked out well, emergency services arrived and everyone was safe. 
A brilliant app."
positive,I have used and promoted this since its inception as emergency +. I brought F&R NSW and Microsoft Australia together to port the application to the Windows phone store. I always thought the app could store GPS coordinates so if really remote you could take them to a location with coverage to give the exact to 000. It seems it does not but it should. At present I would need to take a photo and then get the coordinates from the EXIF metadata. A long way around and only IT nerds would think to do this. Can we please have a capability to store gps so we can then relay to 000 once back in service. Thank you.
positive,"On last Friday night I suffered a crashing stroke. I was out on the bathroom tiles and couldn't talk, thankfully my wife was right there. She was a little flustered (understandable) and could not remember the number to call. She had this app on her phone and switch straight to the app and called the emergency number directly, also read the home address straight from the app screen.
I apologize if my words are mixed up, but I'm still recovering from the stroke.
I owe my wife for her recognition of what was happening and straight through to the help needed."
positive,"I had a serious fall mountain biking a couple of days ago. I managed to walk to the nearest fire road in a conservation area and gave my coordinates to the 000 operator. Our excellent ambo service had a 4WD in the park in good time, but took another hour and a half trying to track down which fire road I was on. I was in contact by phone but our maps were different. Eventually other riders spread out to guide them in.
Would have been much better if they had something to plug my coordinates in and guide them to me on an up to date map."
positive,Caution when reading out what 3 words over a phone to emergency services: their word list has similar sounding and pluralized words that may be misread by the operator and there are many examples of positions several km away with similar sounding names. There is security research on this topic. I would suggest incorporating other open source position readout protocols with better core technology.
negative,"* Valuable app which works well. 

* No clear channel provided to give feedback to app developer team - 000 website â€˜contact us for feedbackâ€™ page sends you off to a myriad of pages on Department of Home Affairs website :(

* Feedback on behalf of a visually impaired member of community: the location details may not be very easy for some people to see.

* Perhaps a future release possibly include an accessibility option whereby the user could press a button for the location details to be read out by the phone? [Google maps is able to read out directions even when the phone is on a call, so such a feature may be possible(?).]"
positive,Used this app in a remote National park in outback Qld when a group member collapsed. We got straight through and weâ€™re able to clearly communicate our location in the park (not near any of the camp grounds or roads etc) to the paramedics. We had no coverage and the sat phone wouldnâ€™t work but this app connected! Everyone who journeys in remote Oz should have this app.
neutral,"I would like to see functionality for this app to send location coordinates as an SMS to a programmed list of contacts. This button should share space with the others on the main screen. Ideally an emergency SMS should be able to use any network available, but Iâ€™m not sure how that could be implemented."
negative,"I had to use the app recently with the bush fire crisis I live in a no mobile service area and land line was damaged due to the fires. My husbands phone does not have mobile wifi so canâ€™t use it to dial 000, and only works while the internet is up. So downloaded the app thinking he can use it to dial 000 and found he couldnâ€™t the app told him to use his phone to dial 112 and that didnâ€™t work either - saying not available in the area. So he had to use Facebook messenger to phone me to ask me to call 000 I was 30km away. Donâ€™t waste your time"
negative,The what3words integration is genius and is exactly what Iâ€™ve wanted when sometimes the apps location description is occasionally off or too vague. It will also absolutely be vital for those lost in bush land who make calls. An absolutely must have!!
positive,Terrific idea but would be of limited value without my glasses. The words are very small. How about increasing the size of the three words to fill the screen after 10 seconds and also reading the words out to help people with vision impairment or illiterate.
positive,"This app is wonderful and surely has saved some lives. 
Please change the app icon back to the old one though. The newer orange logo looks too much like other app icons and blends in. Not good for finding in a hurry."
positive,I wish the app could give an on water lat/long we are having to convert the location given from this app to what we can use. Just the option to select the form would help. Otherwise itâ€™s a good app
positive,"The new app icon is much less â€˜emergencyishâ€™. I donâ€™t like it at all. The old one stood out as a â€˜click me nowâ€™ emergency button. The new one blends in. Iâ€™ll forget Iâ€™ve got it. In an emergency situation an app you can find super quickly is really important as you may not be thinking straight. 
Otherwise I still like the app."
positive,"Great app :-) I would also like to see the Military Grid Reference System added with long / latitude. 
Messaging option would also be a great feature to have also."
positive,"Concept and execution is great. However, I think it could be improved by adding the WhatThreeWords location in addition to the GPS coordinates. In stressful situations, quoting three short words is often easier to articulate than a string of numbers."
positive,"This is a great app. It would be even better if we were able to nominate it to not be archived to the cloud automatically if not used.. because you donâ€™t need it, until you do!"
positive,Great concept guys. We are frequent interstate holiday drivers and have come upon not so nice truck drivers harassing motorists in certain parts between rural NSW and VIC. Knowing where I am exactly can help in reporting trucks or accidents! I will be recommending this to friends and family.
positive,"I love the concept of the app and recommend it to friends, just hope I never have to use it.
The GPS font size adjustment is great but I don't understand why you don't adjust the street address below it using the same setting."
positive,"The app was so helpful.
It gives a perfect location every time.
The app has heaps of great features but, the app looks a bit tacky and there are buttons that I donâ€™t know what they do.
There are also no instructions on what buttons do so please fix this!!!
Overall I really like this app. Thanks!ðŸ˜"
positive,"Great app. Is it possible for the app to have greater accessibility functionality to support individuals who may not be able to identify their location, understand the operator and/or see/say the 3 words. 
Thank you"
negative,"Today, I got caught up in a traffic accident in rural SE QLD and needed to call the emergency services but had no idea how to describe where I was. I called 000 and used the app to give the operator the co-ordinates. Thanks so much a real life saver! Two patients quickly located and taken to hospital."
positive,I think you guys should approach Apple and make this app available in control centre so when phone is locked other people can use it still as that would help save life's and responds times
positive,"This app is the only app on my phone I hope I never have to use!
Iâ€™ve read everything on this app that I can find to read on it & without having used it, I still say itâ€™s the best app in my phone."
neutral,"I thought that the What Three Words software gave a unique set of 3 words to reference a specific map location, but when I tested this on 2 mobile phones sitting next to each other, the latitude and longitude were the same but the three words were different. Is this meant to occur?"
positive,"Emergency plus is a great app with a wonderful idea. My only suggestion is to include the number for the DAN (river alert network), so people in SCUBA emergencies know who to call. Otherwise a literal life saver app"
negative,"How can this be? It shows blue dot in correct place of my home, but the address named is a 3 minute walk away across a park. I then entered into Google Maps the GPS coordinates listed in the app as being my location. It also shows that the blue dot is where I am but the Emergency app address that I am supposed to give to a responder is not where I am. !!!"
positive,Great app so simple to use definitely a lifesaver would love to have it on my watch as I donâ€™t always have my phone within hands reach.
negative,Came across accident on country road no knowing where you relaid gps cordinates to operator and pin pointed out location to the meter. Saved a lot of time in trying to describe where we were
positive,"This has been a really handy app to have, but since the update, it wonâ€™t stay open. Crashes after a few seconds, even after deleting and re-installing. Please fix."
negative,"Overall, itâ€™s a great app, and will save lives. The emergency contacts are comprehensive, but could use mental health emergency contacts. This is of critical importance when responding to people who are psychotic or suicidal, and will not seek help on their own."
positive,Deleted and reinstalled and now it works perfectly.
positive,"Trying to teach my 3 yr old how to use it but he has to confirm to dial 000 3 times before it rings and then try to switch it to loudspeaker before he can hear it.

Would be excellent to have automatic dial and loudspeaker function with one touch from a locked phone. I understand risks with accidentally dial but itâ€™s too hard for a 3 year old in current format?

Maybe where it asks â€œcancelâ€ you can colour this red and â€œcall 000â€ make this green! Remember kids can read it needs to be picture or colour based for them. 

Can u pls fix!"
positive,W3W is too close to the bottom of the screen and obscured by the iOS app handle. Text is so small now. Old versions much clearer and easier to read.
positive,"Super useful app that everyone should have installed, the only thing I would recommend is if on the map the locations of near by defibrillators."
neutral,Has a list of all the services you could possibly need with a description below and a gps on screen.
positive,Would love app to include metronome for CPR rate. Doing CPR while waiting for ambulance can save lives but doing it at correct number of compressions is necessary.
positive,"Have now disabled this appðŸ˜ 
The new orange logo looks like the logo for our local Eyecare Plus Optical Store. The old RED logo with 000 was more easily recognised.
Also:
The address that shows for our house is incorrect. Shows the right road but house number is over a kilometre out."
positive,Great idea. Adding a way to freeze/copy location would be great for when out of range and need to move to call.
positive,"It would be nice if this was available for Apple Watch, as those who have the cellular version watches, are able to use it independently of their phone & frequently do."
neutral,Originally when I installed this app it proved to be very accurate but now itâ€™s not working as it should. Iâ€™ve deleted and reinstalled it but itâ€™s still not working properly. Can anybody help with this problem?
positive,Requires Live Location Sharing through the app!
negative,"My home address is rarely shown correctly, it goes all over the suburb. It's supposed to have an option to save pin onto home address but there's no instructions on how to do that, it's not user friendly. 3 words not reliable for an emergency call."
positive,"What a great idea. 
However, I just downloaded the app and it keeps on crashing less than 10secs after launch. 
Please fix."
negative,"On referring this app to my caravan group, the question arose about does this app still function in some basic way to alert emergency services?"
positive,Great app but have crashed once or twice on my iPhone X. The screen is still 16:9 so definitely needs a bit of updating.
positive,Would be good to have a list of the personâ€™s medications to communicate with emergency services.
positive,"Just saw the news segment on channel 9, and looks great, the idea behind it is fantastic so downloaded it... but it closes itself after 5 seconds. 
On iPhone 11 Pro. 

Think this bug needs to be fixed."
negative,Can you please add a feature to save medical info and emergency contacts that can be accessed from the locked screen by paramedics and doctors or police if they find you not responsive. Thanks.
positive,Should be focused more on kids and elderly. A watch function would be good.
positive,"Great app, but would like see the old logo return which was easily identified."
positive,"If had an area to document 
medicine or allergies of owner ,

Otherwise in all a good lifesaving product 
Thanks to the makers ."
neutral,Very handy app in emergencies but it has been two years since the last update. Still references a home button and does not utilise newer screen sizes.
positive,"I really want this app to work. However Iâ€™ve just downloaded the latest edition and the map is incorrect and the address is incorrect by more than 50m. Iâ€™m in a suburb at the moment so am a bit wary for using it mountain biking and using the locator for assistance. 

Happy to provide feedback if someone is willing to chat!"
negative,"Pretty useless when half of the location address is not displayed. App
supports just takes you to the Australian Government general webpage.... no way I could find to report the above fault....."
negative,"I couldn't find an answer but, can this be used on Apple Watch? And is so, are there only particular models or all models? I frequently collapse and can't reach my phone."
neutral,This app doesnâ€™t do very much and I cannot see why the police would even utilise the location as it doesnâ€™t provide an accurate location reading for instances it say Iâ€™m located 6kms from where I actually am.
positive,"Great app, would be nice to have it on the Apple Watch too"
negative,"Activated in my bag, crashed my phone and no emergency services arrived. Texted my contacts saying emergency services coming to me. Couldnâ€™t turn my phone off or reset phone. Caused my family worry as activated and could not deactivate."
positive,"This a great app overall, but I would love for it to have the functionality to make calls using soft phone apps, like 3CX and Zoiper"
positive,Hiâ€¦our staff have recently used this in Qld but our QFES and 000 operators where unfamiliar with the what 3 words functionality. Any guidance on when this will be rolled out nationally? Thanks!
negative,Since the update yesterday this app is now not working. It will only stay open for 1-2 secs and then disappears
negative,I had the previous version of the app which worked flawlessly on IOS12. I have just updated the app to get access to What3Words and now the app crashes within seconds. Very disappointing
negative,The new app icon or tile is not very appealing for emergency! It now blends in with everything else!!! Backwards move
positive,"Any chance of having the app icon in bright red, so can be easily identified among other apps? Audiovisual functionality would be great."
positive,Would be great to see public AED locations included in the app
negative,"This app uses a survey address from which my house is inaccessible, so using the app puts me at risk. Can you add a feature that allows an update of home addresses or a note?"
neutral,Since the update the addresses don't appear only the coordinates
positive,"000 ask what service you want, so you need to be conscious , then they need you to read your threewords W3W location which they had not heard of and would not discuss any further , as you lay dying..."
positive,"Amazing app
Bring out lots of new features and update for newer devices and all screen sizes"
negative,The newly updated app is useless. It crashes within seconds of being launched!
positive,"Canâ€™t share it ! 

Needs a button of option to share it with friends.

Needs promotion 
It is the best kept secret

Need a way to send the location without needed to â€˜tellâ€ it

Great idea
Great app otherwise"
negative,The new app icon design is a very poor substitute for the original.
positive,How easy is this.... awesome
neutral,Just downloaded and tested this app. It keeps crashing. It has also given 4 different three word descriptors of my location.
negative,"Needs to be able to send coordinates to an emergency contact/carer, for people who under Domestic Violence/stalking duress"
negative,"Why canâ€™t I stream video live to emergency services ?
What if Iâ€™m recording a crime in progress ?
What if Iâ€™m recording my attacker who then destroys my phone ? (Video evidence would be in the cloud if I could stream direct to 000) making catching the crim a lot easier.
The operator could provide advice that is more relevant based on what they are seeing

Come on people 
Itâ€™s 2019
We have the technical expertise 
Why arnt you embracing it ?"
negative,"Rang non urgent police line re dumped stolen items I found on Qld walking track, tried to use location on app operator said we donâ€™t use it and only google maps."
negative,"Accuracy seems to be problematic. When checking the app at home, itâ€™s so far shown me as being in three different locations, none of which are my home, and one up to 3km away."
positive,I too would love to have this app extended to Apple Watch (LTE version).
negative,"App crashes within seconds of being opened. 
Great idea but not good if itâ€™s not reliable."
neutral,The app only lasts on the screen at most 4 secs before it shuts down. It needs to stay open to provide the 3 words.
positive,It works just fine but the UI need to be updated to 2020 it looks like itâ€™s from 2007.
positive,Needs to support longer screens of the newer devices like iPhone X. Would also be good if this app supported the Apple Watch.
positive,Uptake Works for a second and then crashes full of bugs should never of been released please fix
negative,I get itâ€™s hard to fund this sort of app constantly and funding actual emergency services is more important than constant upgrades but seriously the iPhone X came out in 2017... No excuses for the lack of support for the screensize...
negative,Not very accurate. Gives location from next street to next door. Not very useful in an emergency.
positive,To incorporate what3words Is a fantastic move.
neutral,if you know you know
neutral,"Itâ€™s not accurate. the gps shows up as three houses down, not where I am at my house"
neutral,Only shows the last few letters of a place name such as â€œbergâ€ rather than Roseberg or â€œlandâ€ rather than Garland.
negative,Would send emergency services to totally the wrong place and actually cause more delay than help!!
positive,"This app crashes without fail within five seconds of opening.
Icon redesign is a step backwards.
W3W integration a great idea.
iOS 13.3.1"
neutral,The app thinks I am next door!
negative,CPR child video had no sound
negative,Gives the wrong GPS coordinates and address. Could be the difference between life and death.
negative,I live in the Blue Mountains. App turns off before it settles into my location. Serious failure IMO.
negative,App keeps closing. Only stays open for 10sec. Very disappointing.
neutral,It has the latest apple operating system
positive,"I have read many of these reviews regarding wrong location. On all smart Phones, (i have iPhone) Location Servives and Cellular as well as Bluetooth make Loaction much more accurate. However different parts of my house give 2 different strett addresses. This could make differsnce in an emergency. Is this the limitation of the App, the Phone or the Geolocation system? A more precise location would certainly make this App better 65 m is along way considering the number of satellites it is reading off.
DocOn Mac"
positive,Could this Very useful and important App revert to its previous BRIGHT RED colour. The Orange gets lost amongst my other similar colour Apps.
negative,Extremely outdated not safe to use
positive,"As a former emergency responder, I think â€˜Emergency Plusâ€™ is a fantastic idea, and I especially like that the application can automatically display oneâ€™s exact location using multiple methods, with varying degrees of accuracy.

The application does need a fair bit of work however.

Firstly, there is â€œcriticalâ€ information deep within the menu that many people would not know are even thereâ€¦ For example, to find the â€˜CPR guidesâ€™ and â€˜fire alertsâ€™, one must click the three lines in the top-left corner, followed by clicking â€˜More Informationâ€™ and then finally, the drop-down arrow next to either â€˜Royal Life Savingâ€™ or â€˜Fire Alertsâ€™.

This is way too many steps to access â€œcriticalâ€ information during an emergency and to be honest, most people probably wouldnâ€™t even realise that they could find â€œcriticalâ€ information like this deep in the menu.

It would also be nice to see â€˜Apple Watchâ€™ support integrated.

Just about everybody has an Apple Watch these days and adding support for these products would not only allow callers to use â€˜Emergency Plusâ€™ independently (i.e. when their smartphone is not physically with them), but it would also make the process of talking to emergency personnel easier (e.g. callers can refer to their Apple Watch for location information without needing to drop their smartphone away from their ear). Things like fire alerts could also be delivered to oneâ€™s Apple Watch product in real-time, even if their smartphone is not physically with them at the time.

I also donâ€™t understand why there is no support for â€˜Amber Alertsâ€™ whatsoever.

I rarely know when â€˜Amber Alertsâ€™ have been issued, because I donâ€™t listen to commercial radio or watch commercial television, and I donâ€™t use social media, so the only time I know thereâ€™s an â€˜Amber Alertâ€™ active is if I just happen to drive past one of the dynamic road signs (i.e. the LED road signs that change)â€¦ If this application supported â€˜Amber Alertsâ€™ or better yet, supported â€˜Amber Alertsâ€™ AND â€˜Apple Watchâ€™ products, I could be notified in real-time whenever an â€˜Amber Alertâ€™ is active.

Another important feature which is lacking is support for notifications and by integrating such functionality, â€˜Emergency Plusâ€™ could deliver real-time notifications for Amber Alerts or emergencies (accidents, natural disasters, severe storms etcâ€¦) to anybody in the affected areaâ€¦ As with other (third-party) applications, users could optionally permit their location to be shared in the background, to fine-tune the delivery of such notifications.

â€˜Emergency Plusâ€™ is an invaluable application to install on oneâ€™s smartphone, but it still has lots of rough edges and to be honest, it almost feels like a beta (â€œdraftâ€) applicationâ€¦ Whilst Iâ€™m sceptical, it would be nice to see this application updated to address these criticisms."
neutral,here cause paul dillan told me to #itswatertime ðŸ§Žâ€â™€ï¸ðŸ§Žâ€â™€ï¸ðŸ§Žâ€â™€ï¸
positive,"Just downloaded app & love that it has a street address shown on a map AND lat/long displayed PLUS degree of accuracy (within 65m for example). While 000 may ask for cross streets, these can be seen on the map in built up areas. And having lat/long is better than nothing in remote or rural areas, as far as I'm concerned. Maybe we need to upgrade our 000 responders so they have the ability to view lat/long on a map or vehicle GPS. Given the huge areas that don't have street addresses, lat/long is necessary at times."
positive,"I was showing my mother this app saying how it was a great idea. She thought so too but her feedback was that the coordinates were very small and difficult to read, especially if you were in an emergency situation and feeling dizzy etc. It looks like there is room to make the co-ordinates larger and perhaps black on white text would be easier to read especially for older people or if you're glasses have been lost/broken in an accident. Thanks :)"
positive,"If the app could automatically share the app users GPS location with Emergency Services i.e. without the app users intervention, it would be 5 stars from me.

The app is a genius concept. I'm telling everyone I know about it. I have some friends from a non-English speaking background I'll be installing this app for them."
positive,I had to call an ambulance for a life threatening emergency today. I was on an unfamiliar rural road and had so much trouble trying to explain my location. The guy almost died while the ambulance was delayed... I'm totally overjoyed to find this app as I can already see how essential it is... Should be compulsory for every motorist! Truly a great invention which will save lives!
positive,"The app info section says it was developed with valuable assistance of Vision Australia. Why then is the font so small and the GPS coordinates and address details so small?! In a stressful emergency, this info needs to be bigger. A previous review suggestion for the inclusion of the poison line and mental health emergency number numbers is a good idea. Overall though this app is a good. Having had to call 000 before on a remote road with no reference points, this app would have been very useful ."
positive,This app seemed like a great idea - very clear layout with easy to read GPS co-ordinates. Was about to load the app onto my mountain biking son's phone and noticed the current location was way off. Clicked on the map and noticed a disclaimer - 'accurate to 6000m' which makes the usefulness of the app questionable especially situations such as mountain biking reserves or national parks etc. 6km is quite a distance. Can't understand this inaccuracy - hopefully it can be fixed.
negative,"Today I used this app for this first time! A car accident in the middle of nowhere, I was as able to use this app to call emergency services and provide my location within 30 minutes police arrived with ambulance and fire truck a few minutes later!

A must have app for everyone!"
