,Review,Rating,sentiment,Date of Review
2137,"Fun app, easy to use.",5,1,2012-06-15
2138,Just stay cool..n read ur.phone!,5,0,2012-06-15
2139,"For your sake and others, consider downloading this app.",5,0,2012-06-15
2140,"Nice job Red Cross, good choice of apps.",5,1,2012-06-15
2141,Great info to have.  The slider functions dont seem to work on the LG Optimus V,4,1,2012-06-15
2142,Love the information and emergency section that button to call 911 on the screen.,5,1,2012-06-14
2143,Very well done with clear guidance on how to handle several emergency situations.  This should come preinstalled on all phones sold.,5,1,2012-06-14
2144,Very informative. As a mom I'm happy to have this info all all time. Great design and easy to use. Well done Red Cross!,5,1,2012-06-14
2145,GREAT APP!,5,1,2012-06-14
2146,I am a Red Cross First Aid/CPR-AED Instructor as well as a volunteer. I think it is a great app. Very handy to have in an emergency.,5,1,2012-06-14
2147,"Even with training, we sometimes forget. This app helps tremendously. Share it with your children in case the emergency requires their help!",5,1,2012-06-14
2148,"For the prepare test, even though you select the correct answer, the result still says it's wrong.  Higher ground is the answer given and asked for.",3,-1,2012-06-14
2149,"I know the answers for the tests, but it shows you made mistakes because out will not accept any answer for several of the questions.",3,-1,2012-06-14
2150,"Very informative. For first aid, CPR & being prepared for an emergency.",5,-1,2012-06-14
2151,"Fun, easy, useful. Thanks!",5,1,2012-06-14
2152,This App has so much great information and is very easy to use!  _,5,1,2012-06-14
2153,Great App,5,1,2012-06-14
2154,I am so happy to be red cross ready! Anywhere! Anytime!,5,1,2012-06-14
2155,Very helpful!,5,1,2012-06-14
2156,Great and quick Information!,5,1,2012-06-14
2157,Awesome app but when taking the tests the final question in preparedness badge is glitches even when select the right answer.,5,1,2012-06-14
2158,Very intuitive way to brush up and have a reference at your finger tips.  The videos are a nice touch!,5,1,2012-06-14
2159,I have several other first aid apps installed but this one is so much easier to navigate. Always good to have loaded in case of zombie apocalypse!,5,1,2012-06-14
2160,This app has it all and now you can have an easy on the go way to remember what you learned in that American Red Cross CPR/first aid class!  Don't forget to get your re-certification!,5,1,2012-06-14
2161,First aid,5,0,2012-06-14
2162,A ton of information!,5,0,2012-06-14
2163,"An excellent resource, and a well designed app!",5,1,2012-06-14
2164,"Not everyone is familiar with emergency procedures, and sometimes when that emergent situation comes, even those with some knowledge of what to do can feel the pressure of the moment and doubt themselves, and ask ""Am I doing this the right way?""  Emergency Preparedness used to be something that medical, military, and police would routinely practice until it becomes second nature. If you are a parent, or just want to be a responsible person, why not use this wonderful piece of technology called a smartphone to keep this knowledge at your side!  Be a good neighbor, and who knows...the life you may save could be your own or someone in your family!",5,1,2012-06-14
2165,FEEL CONFIDENCE IN HANDLING ANY EMERGENCY WITH THIS APP IN HAND.  GREAT APP!,5,1,2012-06-14
2166,Stellar,5,0,2012-06-14
2167,Great app from a great organization!,5,1,2012-06-14
2168,Going to encourage all Scouts to download this.,5,1,2012-06-14
2169,Great information!,5,1,2012-06-14
2170,"Wow, great information to always have with me on my Android phone!",5,1,2012-06-14
2171,This is the perfect addition to taking the class!,5,1,2012-06-14
2172,"Love it!  Finally, anyone can help.  I wonder if Suri for iPhone can walk you through the process...?",5,1,2012-06-14
2173,"Great app, needs a bit more detail.",4,1,2012-06-14
2174,Excellent basic information,5,1,2012-06-14
2175,This app is fantastic! Thanks Red Cross!,5,1,2012-06-14
2176,Go ARC!,5,0,2012-06-14
2177,Easy to use. Very useful!,5,1,2012-06-14
2178,Very helpful!,5,1,2012-06-14
2179,"Quick and easy way to learn how to prevent, prepare and respond to an emergency.  Interactive Red Cross APP keeps you first aid ready with just a tap.",5,1,2012-06-14
2180,"Thank you for making this App, it's going to be the best. Going to help out a lot of people.",5,1,2012-06-14
2181,This app is great. Recommend all my fellow Red Crossers download the app.,5,1,2012-06-14
2182,Hope I'll never need it but in case I do it is super easy to use and full of information as well as pictures and videos to help me through.,5,1,2012-06-14
2183,This really is a comprehensive and helpful app!,5,1,2012-06-14
2184,This app is so awesome.,5,1,2012-06-14
2185,Very detailed and even has mini test to challenge your knowledge to earn badges ...cool...,5,1,2012-06-14
2186,I hope I never have to use it. But it is perfect for emergency situations. Thank you!,5,1,2012-06-14
2187,Great job everyone. Love it.,5,1,2012-06-14
2188,"Easy to follow, good reference to carry around. You never know when you might need it.",5,1,2012-06-14
2189,Best first aid app out there!,5,1,2012-06-14
2190,Go Katy!,5,0,2012-06-14
2191,Great Helping App!!!,5,1,2012-06-14
2192,"Great app to serve a great purpose, though you need an adequate processor to run the videos smoothly, and the grammar is non-standard in several places",5,1,2012-06-14
2193,As a Red Cross instructor and EMT it is nice to see easy to use apps like this for the general public.,4,1,2012-06-14
2194,Works great!,5,1,2012-06-14
2195,First aid app on the market. Hands sown.,5,0,2012-06-14
2196,This app is great! Interactive and info is at your fingertips. Tell all of your friends to get this.,5,1,2012-06-14
2197,Comprehensive but user friendly,5,1,2012-06-14
2198,This is by far the most detailed and comprehensive app of it's kind!!!!,5,1,2012-06-14
2199,I've seen the other first aid apps and this one is hands down the best. It's a must have app for...well.everyone.,5,1,2012-06-14
2200,Love it!  Easy to use and very informative.,5,1,2012-06-13
2201,Wow can't believe how good this app is!,5,1,2012-06-13
2202,Really a life saver,5,0,2012-06-13
2203,"I was just checking out the app, and it looks like a good chunk of it is accessible. But, in the quizzes there is one area where it is not.  It’s the quiz that talks about what to do if someone is bleeding. Three out of the four questions and answers are accessible.  But, number two is not. How do you expect a blind person to be able to be able to touch the spot where you put a tourniquet. Come on! You’re the American Red cross. You should be able to get this right.  If this gets fixed I will fix my reading.",4,-1,2019-08-31
2204,"Thorough this app I could learn what I have to do in emergency situations. Every people have possibility of facing the emergency situation in their own life or someone else's while we are living. So when we know what we have to do in emergency situations we can save more lives. This app is the first step for make it possible. 
I installed this app several years ago. At that time there was no quiz section but these days it has. The quiz section is really helpful. Through quiz I could assessed not only my knowledge was right but also corrected wrong knowledges previously I had and got some new informations. 
I strongly recommend this excellent app for everyone.",5,1,2017-03-14
2205,"I have no confidence in this app when attempting to schedule or reschedule a platelet donation. Every time I attempt to, it requires a phone call to the Red Cross to correct the schedule. Why use it at all when the dates seem to get mixed up every time I attempt to schedule or postpone an appointment? I do like using the app to fill out the Rapid Pass, but I won’t be using the app to do any scheduling from now on. I also don’t like depending on the app to keep track of all my donations. I have a whole stack of plastic cards from my days of donating whole blood and platelets. I’ve been a whole blood donor since 1986 and the Red Cross discontinuing the tracking of donations on the plastic cards saddens me.",2,-1,2018-06-30
2206,"Great app, tons of info, well organized, but would be so much more useful if it had a widget. Something people could access immediately from the lock screen. If the app is buried on page four, people are going to waste valuable time searching for it.
I tried to submit this idea to the developer, but the App Support link goes to a 404 error.",4,1,2022-08-31
2207,"For the most part the app is good and informational. But two of the quizzes don’t seem to have the right answer amount set or inform you the proper answers. It would be nice to actually have clear explanations about why an answer would be wrong, but it’d be better to pick the correct number of answers that the question doesn’t seem to label right.",4,1,2020-08-05
2208,This app is great for treating things and all that. But one fact is wrong about putting vinegar on a jellyfish sting. This was proven wrong by scientists and it is known to make things worse,4,-1,2017-05-16
2209,"I really like having this mobile first aid app. It's easy to read and access.  I wish the quizzes were longer and more thorough and I'd like the answers to be more challenging.  For example, anaphylactic shock does not mean a person is excited about a sale.  Obviously.  I'd rather the questions and answers be more legit.",5,1,2017-08-26
2210,"This emergency app is diffferent from the others that just say 'call 911' it gives thirough explaining in how to help them and treat them. Easy acces to 911 and poison control center will save time! Also lists how to prepare for bad storms, and such. Also includes a quiz section to test your knowledge on how to react to the situation. Definitely get this one!",5,1,2017-08-08
2211,I have taken many first responder classes and this app has helped me retain much of the information that I've learned over the years. I am happy with the simple layout and the easy to find categories. I recommend looking over categories while on the toilet. You may save someone's life!,5,1,2017-04-26
2212,"Good luck quickly finding what you need in an urgent situation.  You HAVE to scroll through categories and topics to find what you need.   I want a Search button that helps me find what I need ASAP. 

This morning I had my son showing early signs of frostbite.  I gave up on the app when I could find what I needed quickly and reverted to a web search.   

It’s probably a nice app for learning in advance, but useless in real time.",1,1,2022-01-07
2213,"Needs a search box at least for the emergencies tab. I really don't want to be scrolling and reading my options in an emergency!

I was checking now for smoke inhalation. Not in the list. So no information at all or maybe something ""hidden"" in one of the other places like ""unconscious person"". Gotta check manually rather just do a SEARCH for ""smoke""",3,-1,2018-11-10
2214,"This app is AWESOME! It makes it more fun to learn about wounds and things! This app can save a life because it tells you on how to treat co concutions, heart attacks, and something that happens to me all the time, bug bites! I am in Boy Scouts. This app can help me earn badges and other things! This app is AMAZING!",5,1,2019-05-10
2215,Excellent app. I'm certified with Red Cross and this app provides a great refresher. I would highly recommend Red Cross include opiate overdose as a medical condition and what to do including instructions for administering Narcan which is now more and more available in public places.,5,1,2017-04-22
2216,This app is so useful. I use it all the time. I wish you could add a feature to switch language instead of question to switch language. I hope you can consider my suggestion :D,5,1,2018-03-28
2217,"Sure, when there is an emergency most people won’t think of going to this app but it is a great training resource & if you do need tips in an emergency, it’s intuitive and easy to use.",5,1,2019-07-27
2218,"This is one of the most well-designed, clearly written, and useful apps I have ever seen. I plan to share it with our entire organization. Thank you!  🕊♥️🕊
- From an RN/Paramedic in Oregon",5,1,2020-03-28
2219,I got this a while back and later deleted it. (Idk why) I downloaded it again for babysitting. This app is very cool. I wish the quizzes were longer though.,5,1,2018-03-28
2220,"It is always good to have reminders, as well as reliable information at hand, when it comes to first aid. Thanks!",5,1,2017-11-13
2221,App has all the basic information you will need. As a instructor I have my students down load the app. The quizzes are great!,5,1,2017-09-26
2222,I've always had this app...it's good to read once in awile. A good first aid app at this time is a good thing to have  Specially this app.  It's always worked really excellently for me.,5,1,2020-09-06
2223,I enjoy learning different things and how to help people if needed. Only one thing... you guys used the wrong form of “you’re” under the Flu section. “If you or the person /your/ caring for...” pls fix b0ss.,4,1,2018-01-14
2224,"Very simple and easy to use. 

I can definitely see this application helping. 

I learned a very lot of information, in like, maybe, 12 minutes 👍🏻💯",4,1,2017-04-03
2225,Basic first aid question. I have had this app for years and never used it. Going to search the web :-(,3,-1,2022-09-27
2226,I used this app in a first aid course at my high school and I found it to be very helpful.,5,1,2022-02-02
2227,After taking the course this was recommended to me and it makes me confident I am ready for anything,5,1,2018-09-15
2228,"Good practical App.

Once in the App they should put American Red Cross or their Red Cross symbol at top banner so you know you are using a trusted source",5,1,2020-07-05
2229,This is a great app for common medical emergencies.  It should be on all mobile phones. Excellent supporting illustrations and animations.,5,1,2017-07-05
2230,This is perfect I can practice what to do In emergency situations and help people out if they have any of these problems!,5,1,2017-06-17
2231,"This app is so helpful. If I were a babysitter, this would be a lifesaver! (Literally) I love the quizzes, they have taught me so much! Thank you!",5,1,2017-04-29
2232,The app I was looking for a long time and finally found it.,5,0,2017-10-01
2233,What happens if you select the emergency option at the bottom? Does it call 911? I dont know what it does and will not press it until I know!,3,-1,2020-06-10
2234,Everything you need to know to save a life.,5,1,2017-12-02
2235,"The app keeps downloading in spanish with no option for English. Tried several times , but will delete again and just move on to another app for first aid",1,-1,2022-05-23
2236,This is a great tool to refresh some of the content already learned.  This specially helpful to first responders.,5,1,2018-03-16
2237,This is an excellent app.  Every person should have it on their phone!,5,1,2017-10-08
2238,Excellent reminder of SPECIFIC points to address for a number of common medical emergencies!,5,1,2017-06-02
2239,"Its great instruction wise, but their spelling is off. They need to fix it or they'll lose their reputation. And also putting vinegar on a jellyfish sting makes it worse. Just saying.",3,-1,2017-09-06
2240,"I just started skimming through the “Learn” tab to refresh my memory on first aid training, and I see “Heat Stroke” listed as “Non Life Threatening”. WHAT?! If these developers can get something so basic wrong, I can trust nothing they say.",2,-1,2019-11-19
2241,"All of my Red Cross apps on my iPhone do not work with iOS 11. Please update ASAP. I live in SoCal near The Creek fire, it’s earthquake country and I have pets. Many people here need access to the apps. I was unable to send a message to RedCross App Support via the App Store, so here is my message on the review. UPDATE YOUR APPS!",1,1,2017-12-06
2242,"Update only allows to to agree to terms and conditions in Spanish. Then, there’s no way to return to English version. Also, the feedback submit button sends your message to a 404 Error site.",1,-1,2018-03-30
2243,This app is great for me because I am in Boy Scouts and I can learn from this app on what to do if someone is injured and no one else knows what to do.,4,1,2017-06-28
2244,"They should have a negative stars rating I gave it one star so I can post a rating. 
Very little to no information on how to treat when 911 is unavailable. You are better off whispering “let it happen” to a person who is severely injured or ill.",1,-1,2018-02-25
2245,This app helps you learn serious medical skills and after u learn u can take quizzes!!😍😘,5,1,2017-09-08
2246,It would have been five stars but then I saw that the app is sponsored by Monsanto. Disappointing,4,-1,2017-10-13
2247,I am a Boy Scout and have to learn first aid as a life skill. This app is an amazing reference for real emergencies or teaching.,5,1,2018-05-14
2248,I would like to have instructions added for someone that is vomiting,3,1,2017-08-26
2249,Highly recommended,5,1,2017-06-20
2250,"Great app, comes in handy easy info  , very much recommended .",5,1,2020-04-30
2251,"Thanks for free version, I hope that is really helpful.",5,1,2018-12-17
2252,This app teaches me a LOT about First Aid and what to do during certain medical emergencies.,5,1,2019-07-30
2253,Doesn’t replace getting certified but a decent quick ref.,4,0,2019-03-03
2254,I am sitting in the parking lot of one of the largest medical centers w/ ER services in Jacksonville and it is not listed in the app. (Baptist South).  Could cost someone life or limb in an emergency by driving to a more distant facility.,3,-1,2018-01-27
2255,I learned so much from this thank you Red Cross ⛑,5,1,2017-05-16
2256,This is great! I could save someone's life now!,5,1,2017-09-10
2257,It’s is very buggy when my cousin was choking I ran out of time and could not save him because the app wouldn’t start. Update he’s dead,1,-1,2022-04-26
2258,"Simple to use, quizzes to test understanding. A must for anyone!",5,0,2017-03-14
2259,"Used to have a medication list feature...
Why delete it??
I won’t be using the app until it’s put back...",1,0,2018-04-04
2260,"All it does is tell you to dial 911 and give you obvious instructions, there isn't any information on how to medically treat someone or yourself in an emergency. Like give stitches or make make-shift medications.",1,1,2017-03-27
2261,There should be a category for responding to suspected substance overdoses and using opioid reversal drugs. Come on Red Cross,3,-1,2020-05-11
2262,The entire instruction section is just telling you to call 911. Everything in this app is just common sense. I don’t know why it has such great ratings,1,1,2019-01-22
2263,Perfect for assisting/ saving a life instead of panicking!,5,1,2018-09-02
2264,Save the gd user name and password when you patch the software. Having a broken app is not helpful.,1,-1,2019-08-01
2265,There is no search feature so this app is not as useful. Will be deleting it,1,-1,2019-06-02
2266,Very helpful,5,1,2017-11-03
2267,you need to have more images for fast understanding in emergency situations. baby cpr really should have clear images for both back and chest maneuvers so ones not panicking reading...,3,1,2019-07-25
2268,"Can’t find my medications, and issues I have.",1,0,2020-03-18
2269,I’m just curious how or if I could access my certifications ?,3,1,2017-11-08
2270,There appears to be a flaw in the bleeding quiz.. no way to answer question one,2,-1,2019-05-20
2271,If the wildfire app was functional you probably could have saved homes and lives.,1,1,2017-10-30
2272,"Seriously, make the person comfortable and call 911? You won’t learn life saving techniques here, folks.",1,1,2019-05-03
2273,Really nice,5,1,2017-08-30
2274,This app is awesome.,5,1,2017-08-03
2275,"Great resource, but to be sponsored by Monsanto is disgusting.. app deleted! Find a sponsor that actually cares about the world.",1,1,2017-03-14
2276,I had to download this it still downloading,1,0,2017-11-17
2277,"Everyone, who is not already an expert in first-aid, should have this app or a similar one on their phone.  It gives good advice for a variety of situations where you could help someone, even perhaps saving their life.

I don't understand the few reviews I've seen that say the app is dumbed down.  In some situations there's simply not much a non-expert with no equipment could do, except to call 911.  The fact that ""Call 911"" appears early and often in the list of steps is NOT a meaningful criticism of the app.  Even an expert should do that, as an ambulance and hospital are simply better equipped to help than even the most expert person who has no equipment with them.

There is only a small chance you will ever need to use this app, but if you do need it, you don't want to be waiting for it to download.  Get this app.

I do have one criticism of the app.  It can list nearby hospitals.  This would be a great feature, except its database includes even specialty hospitals with no ER.  Seems like a first-aid focused app should only be listing hospitals that have urgent care facilities, perhaps even separately indicating ""Emergency"" vs ""Urgent Care"" locations.  The closest hospital to me, for instance, is the New York Eye and Ear Infirmary.  Fortunately, in that case the name is a give-away that urgent care will not be available there.  But what about similar specialty hospitals where it's not obvious from the name that urgent care will be unavailable?",5,1,2014-08-31
2278,The hospital finder for San Francisco zip codes does not work.,1,0,2022-07-04
2279,App is terrible,1,-1,2018-08-19
2280,It told me to eat mold 8),1,1,2019-05-25
2281,"This app does not give step by step first aid instructions. It basically says for every thing don't panic and call 911. I don't need an app to tell me to call 911. I downloaded this app thinking it would cover things like proper field dressing of a wound in order to get someone to the help they need, but instead it only tells you to keep pressure on the wound, call 911 and wait for help to arrive. Completely useless of you are in an area or situation where help cannot be counted in to arrive on a timely manner such as hiking in the backcountry or in the middle of a natural disaster. Not to mention the bites and stings section doesn't even attempt to cover snake bites, only insect stings. And the anaphylaxis section gives you no help in managing the anaphylaxis until help is available, only "" if the person is suffering from anaphylaxis call 911"". God forbid anyone have an accident outside of cell coverage. Seriously all of these 5 star ratings must be the developers friends and family or people who have not even the slightest clue what first aid actually is, this app will not save anyone's life ever. It is very incomplete and like I said is basically just a 911 button. If you didn't know how to call 911 in the first place you probably shouldn't be outside of your house without an adult.",1,-1,2012-09-03
2282,"So the idea of this app is great!  I love the layout and info., although some of the grammar could be better, but the tests do not work properly.  For instance, I answered all of the questions correctly for the bleeding test, however it only said that I had one correct answer.  The reason I know I was correct on the other questions, aside from being confident in this knowledge already, was that the test showed the answers for the ones you get wrong, and ""correct"" for what you get right.  In the written answer area, it stated all of the correct answers, which were the ones I gave, but it didn't give me the credit for them.  When I tried several more times it would only give me credit for one more answer, even though they all should have been correct from the start.  I tried the allergy test, another area that I am competent in, and it did the same thing, but this time for  2 of the 5.  It's a shame!  The tests are a fun idea, but don't work.  I'd give this app 5 stars if everything was in working order.",2,1,2014-12-10
2283,"I decided to download this app because I recently became a swim instructor and CPR/AED/FA certified at my local gym. It's very nice for someone like me who could possibly have to deal with a situation like the ones mentioned in the future, and then being able to pull up the procedure on my iPhone is awesome because I forget things easily. I've taken the all the tests on the app (and have gotten 100%), and for the broken bone test I selected the two correct answers for what to do to when someone comes up to you with a broken arm, which is to hold it and support it with a cushion. The app still marks it wrong even though I've put in those answers about 10 times. Other than that this app should be on every single persons phone in the entire world because emergencies happen everyday and you can never be prepared for them without this app or proper training.",4,1,2016-01-07
2284,"The Red Cross takes the same line that many corporations and all governments do. Namely, you're too stupid to understand all but the simplest information. You can't be trusted to handle anything requiring thought or imagination! So, just shut up and do what you're told and nobody will get hurt. 
Unfortunately, in many cases, people WILL get hurt without enough information then and there at the scene while waiting for the ambulance to arrive! So, instead of offering enough facts for you to try to help the injured person, they usually just give the skimpiest of information and tell you to have someone else (NOT YOU, remember, you're too stupid to be able to make a call while you sit there ""reassuring"" the person) call 911!!! 
I don't understand how people can not only listen to this patronization, but give it 4 or 5 stars!
Giving more details of this indirect attack on our abilities would take too long. It took a lot of control on my part to write what I did. What a sad commentary on our society!",2,-1,2014-08-11
2285,"So, this is interesting. Now I live alone in my house with just me, my cats, and my dead hamster. I work as a self-employed construction worker, and I was just getting back from knocking down this wall when I heard the scream.

The hamster was caught underneath his pull up bar and was squirming. I rushed downstairs and started yelling: ""Tod are you okay?"". He spiritually answered me and I started screaming at the cats to get help. They ran and i moved in to help Tod.

With all my might, i pulled him out and brought him to the baby changing station i had installed in my kitchen. i took this grate class in medical scool so im rellly good at first ade. I kept pushing down on him while i was looking at this ap thing. It said to give CPR to the individual and push down as hard as possible and so i did and Tod was crushed to death when i brought a pickaxe from my job.

The more i think about it Tod was fine and i didnt need to do it. i keep him in a garbage bag and mourn his loss every day with his shrine in the kitchen. One of the cats never came back and the other four came back.

I think i should ""punish"" them. If they got help Tod would still be alive. stupid $^&^%$&**** cats.",4,-1,2015-12-02
2286,"This app is good if u have taken first aid classes, you can use it as a basic (VERY BASIC) reminders. It does not give step by step on what to do. Even in the test question: chocking: it gives a scenario and ask what's the next thing to.. The only option that is close to being right... Truly is about the 4th step. U don't see someone chocking and just walk up to them and hit them on the back. 1st you introduce yourself 2) you ask them are they chocking 3) u ask them if it is ok with them that u help them 4) then you would administer the proper procedure. It also does not show u how or where to place your arm before firmly hitting them on the back. App truly lacks a lot so please don't use this as your only tool for what to do in any emergency!

Also when I went to look at all my achievements- the app froze.",3,1,2013-07-09
2287,"Great App.  I really like their other apps too like the hurricane app.  I rated a four for two reasons: 1) It isn't formatted for the iPad - minor I know but a little annoying having a lot of screen real-estate and not using it.  2) The first aid information is only online.   While in most circumstances that will be fine in the event of an disaster ie. a hurricane when power and network connectivity is unavailable the first aid information wouldn't be available.  

Otherwise spectacular app.  Red cross please format for IPad and make first aid info downloadable.  I'd even be willing to donate/pay for app with first aid content being downloaded to the device.",4,-1,2012-10-30
2288,"Includes learning/review modules intended to be read at your leisure, as well as an ""Emergency"" section intended as a guide during a real incident. Learning portions provide both the how and why of procedures, with FAQs and quizzes. Emergency portions are clear, concise, and practical, with an option to call 911 from within the app when appropriate for the particular emergency. App is very intuitive and user-friendly. Obviously, it's no substitute for hands-on training and certification, but the material can be easily understood by those with no prior training, and is a great refresher for those who are certified but want to brush up or need a quick-as-possible review when an emergency arises.",5,1,2015-06-15
2289,"I so wanted to rely on this app. I had installed this app because I felt that I could trust it to provide the emergency information I needed should one ever arise. I felt secure in that. So, when I faced an emergency poisoning incident I was surprised, and disappointed, that this app didn’t come up to my expectations. In this case, the emergency didn’t require a 911 call nor a trip to the ER. All that I needed was a simple step by step guide to address the situation. This app didn’t deliver. I ended up having to find what I needed on the internet. Now, I was glad that at least there were instructions to call 911. And, there are ways to determine if that’s even needed. The information is general and basic; not at all what I expected. I could have saved time by going directly to my browser for answers.",2,-1,2016-04-18
2290,"The emergency preparedness kit list is good, but since it is a list of very basic suggestions, I would add a propane camp stove, several small fuel canisters, matches, and at least one battery powered LED lantern. Being able to cook food is a huge stress reliever, especially in a cold climate.

One gallon of water per person per day does not allow washing anything, so also paper plates, cups, napkins, disposable cutlery, and trash bags. 

All of the above could be added for less than $150 (the stove and fuel would be about half the total) and would make a very meaningful difference in stress levels. Not everyone would spend the money or storage space, but those who do would be far better prepared. Reducing stress levels is critical. Hot food and a decent light help a lot.

I would also consider tranquilizers for pets if people need to evacuate- especially for house cats. And a small cage.",4,1,2012-11-06
2291,"I don't know who, if anybody, reads these, but, here it goes! 

This is one of the coolest utility apps I've found! It's amazing! It has steps for just about every emergency! I know I will be using this a lot! I'm also looking forward to the tornado, flood, hurricane and earthquake apps! 

I would like to see ""Stings & Bites"" under the list of emergencies, as opposed to the ""ad type thing"" at the top of the page. As that is probably a common emergency. 
I would also like to see sunburns added. I got one of those today, and to my surprise, help for that wasn't in this app! 
Please add blisters too! :D
Something about ""Wild animal bites"" might also be helpful. I was bitten by a stray/ferrel cat a while ago, and didn't do anything about it, not knowing what to do. I did a school report on rabies a while afterwards, and it got me thinking, what if I get bit by another animal. :)

Having three and a half pets (one cat lives mostly outdoors), I was very happy to see the ""Pet preparedness"" category! This app has it all!!!!!!",5,1,2012-07-13
2292,"I recently took a Red Cross class and I wanted to see if anything stuck. I went straight to the tests. Surprisingly enough I only missed one question (I had the person keep their burn under cool water for a few minutes too long).
It really shouldn't be used in an emergency, but is a good reminder of what to do if you find yourself needing to treat someone in an emergency.

You should always get certified by a professional and do the hands on training, but the certification could be 1-2 years, so it's good to take refreshers if you're not an EMT or RN.

Good basics and simple run down of what to do. I recommend this not for those who have no background, but for those who need the refresher. However, if you can't afford to take the classes or are cannot get to any in your area, this is the next best thing.

Key point of reference, know when to call emergency numbers!",5,1,2015-12-07
2293,"Well organized and for the most part holds basic information relevant information to each topic. 

When I was looking over ""stings"", you guys failed to specifically tackle a certain type of sting. Although asphyxia and trouble breathing generally fall into the symptoms, a sting in the mouth can result in progressive swelling of the tongue and lining of the throat, eventually choking somebody to death if not taken to the hospital. What i was really looking for was a specific reference to an ""oral stings"" which warned people of the severe danger of this type of sting.",5,-1,2012-06-29
2294,"I love this app! Aside from it being sweet and concise, god forbid there should be an emergency, it has a very nice and appealing interface. Colors are nice and the layout is easy to read for quick reference. Pictures and videos and animated pictures for the different types of first aid emergencies. Red Cross must've paid a lot to the developer (3sided cube) for this app. But because there are no ads, I'm proud to say this non profit org has my respect still. Thank you for helping us properly care for one another Red Cross. :)",5,1,2012-12-23
2295,"All ages should down load this!! It's a great app for the normal person, being an emt I feel everyone should be somewhat educated, & be able to maintain life before we arrive! Also to all the people knocking the app, this is for the person who is not am emt or medic, it's to help that person in a medical emergency, till Ems personal is on scene!! So calling people ""idiots"" and they need to grow up is not so very mature, maybe you need to do the growing up!! Thank you red cross for making this app available!",5,1,2012-07-07
2296,"First aid has been an interest of mine for years, so I downloaded this app as a reminder and to verify that what I know is current, as guidelines do change.

The information given, so far as I can tell, is absolutely correct and formatted well for ease-of-use. The problem is what is not mentioned. What do you do if, for whatever reason, emergency services are unavailable? (Longer-term advice for things like bleeding, trauma, and other injuries commonly sustained during disasters would be appreciated!)

I also noticed that basic CPR method is taught here, but only if you know what you're looking for.",3,-1,2012-11-06
2297,"I have been waiting for something like this for awhile. I have it loaded on all the family phones. Just going through it caused old notions and home remedies to be questioned. It's fantastic, I think the sooner they come out with other scenarios the better. I agree with some of the other pots, that it could be expanded on for different level care but I am sure the consideration between proper training and basic aid must be taken into account. Anything above first responder may cause more harm than good.",5,1,2012-07-05
2298,"I'm giving 4 stars more for the idea of this app and to encourage them to keep developing it. If you know absolutely NOTHING about first aid then this app will help you otherwise it's still a good re hash of what you probably already know.  I think it would be great for kids of babysitting age to have as a reference and go thru all the quizzes to get a solid basic first age foundation.

Recommendation to app developers add some advanced tabs or maybe consider a first responder app that gives more in depth stuff.",4,1,2014-10-17
2299,"Lots of quickly accessible lifesaving protocols for first responders. 

Get this app for your family members, and spend a few minutes understanding how it works. It may seem silly to think that you may be in a situation where you need to consult an app to save someone's life, but I think you'll be glad you've got it if you do. 

The other poster me mentioned the hospital locator feature. It gives me hospitals that are indeed nearby, but are not the closest.",4,1,2017-03-13
2300,"As a red cross instructor for over twenty years this is the best idea red cross as ever come up with.  I am share the little knowledge tests with my five year old grandson and he loves showing me he knows what to do in an emergency.  All I can say is lets get the other apps online and promote this apps to everyone you know.  Would be great if the check lists were printable and there was a link to online disaster training classes.  Love it, love it and did I mention I love it.  My family loves it as well.",5,1,2012-08-03
2301,"I haven't needed this app, and hopefully I never will, but if I ever do you can bet your bottom dollar that I'll use it! It's extremely helpful and you can prepare yourself by reading up on first aid in practically any situation. There are also short quizzes to see how much you know and how prepared you already are. Every person needs this because you never know when something may happen.",5,1,2012-07-22
2302,"This is without a doubt, my favorite app. I believe it is extremely accurate, and if put in the situation, life saving. Children are constantly in my care and if I were alone with them and something happened, I know I would turn to this app for guidance on what to do and quickly. Seriously if someone reads my review, you need to see it to believe it. At least get it to look at it, it's free so you have nothing to lose!",5,1,2012-07-04
2303,"It's unbelievably basic. This won't really help in an emergency situation as it takes too long to get to the very limited information, although I feel it's purpose is not to be used in an emergency. 

Most subjects just refer you to call 911 which is the best thing if you don't have proper training. 

I'd like to see an app that focuses attention on what to do when one is out of communication range and needs to take care of both immediate and extended care; i.e., wilderness medical practice.",4,1,2015-10-02
2304,"I've been a certified EMT and CPR instructor and I can't find anything wrong with the first responder advice this app gives. 
I like the way it's organized because it's easy to understand for all ages and skill levels. It doesn't just tell you HOW to do something, it also explains WHY you need to do it. Because, when you know ""WHY"", it's easier to learn and remember ""HOW""...
 
I really enjoy taking the tests both before and after going through the learning sections. The reward badges are very positive and motivating when achieved.

The reason I only gave 4 stars is because it isn't designed for use on an iPad, although it still works on one. Once that is fixed, it will have an easy 5 star rating from me.

Everyone should have this app!!!!!",4,1,2012-07-13
2305,"This is very, very basic info, but it is the basics everyone should know at the very least...even if it only keeps people from doing more harm than good!  You have to start somewhere and this is good, solid, simple information presented as easily and understandably as it could possibly be presented. Just make sure anyone you know knows this info inside and out and everyone will be better off!",5,1,2014-01-26
